[2025-08-23 19:10:20.550] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-23 19:10:21.324] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-23 19:10:21.983] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"ct1wksqog4t3a6w7kt2fc4jys"}}
[2025-08-23 19:25:36.379] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":205,"TS":"2025-08-23T14:55:35.3","TID":5,"PID":1,"M":25,"S":18,"PLID":518758,"PLUUID":"3tpfqju821lze7myekb40kefo","PN":"J. Malatini","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":37.7,"Y":-1.5,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 19:25:41.844] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":206,"TS":"2025-08-23T14:55:39.466","TID":1,"PID":1,"M":25,"S":22,"PLID":518758,"PLUUID":"3tpfqju821lze7myekb40kefo","PN":"J. Malatini","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":39.3,"Y":-0.3,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["29.8"]},{"I":141,"V":["10.9"]},{"I":212,"V":["12.55006"]},{"I":213,"V":["2.489502"]},{"I":318,"V":["0.00000179"]}]}}}
[2025-08-23 19:25:44.731] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":207,"TS":"2025-08-23T14:55:41.578","TID":1,"PID":1,"M":25,"S":25,"PLID":160541,"PLUUID":"2p48525x4ap9m81g6ode51cyd","PN":"N. Stark","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":31.5,"Y":17.4,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["21.9"]},{"I":141,"V":["48.2"]},{"I":212,"V":["23.24344"]},{"I":213,"V":["2.019359"]},{"I":318,"V":["0.00000369"]}]}}}
[2025-08-23 19:25:48.705] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":208,"TS":"2025-08-23T14:55:44.410","TID":1,"PID":1,"M":25,"S":27,"PLID":225335,"PLUUID":"aaoycxwi9jny6flm4apz8a2uh","PN":"M. Friedl","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":17.9,"Y":50,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["25.9"]},{"I":141,"V":["95.8"]},{"I":212,"V":["32.25692"]},{"I":213,"V":["1.30735"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00000273"]}]}}}
[2025-08-23 19:25:51.313] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":209,"TS":"2025-08-23T14:55:48.442","TID":1,"PID":1,"M":25,"S":31,"PLID":449695,"PLUUID":"f14n6d52p37nkvoo5n3i52x2h","PN":"F. Agu","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":0,"X":25.9,"Y":89.6,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["59.5"]},{"I":141,"V":["50.9"]},{"I":212,"V":["44.01375"]},{"I":213,"V":["5.642302"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-23 19:25:51.901] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":247,"TS":"2025-08-23T14:55:51.223","TID":44,"PID":1,"M":25,"S":34,"PLID":193645,"PLUUID":"1zumt9vkrqd8d3p3eqtwezi6t","PN":"R. Koch","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":40.9,"Y":40.3,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 19:25:52.148] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":210,"TS":"2025-08-23T14:55:51.738","TID":44,"PID":1,"M":25,"S":35,"PLID":474605,"PLUUID":"6qj9kdcrum9mqla72ytoojje1","PN":"M. Gr\u00fcll","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":0,"X":59.5,"Y":50.9,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 19:25:52.317] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":248,"TS":"2025-08-23T14:55:51.576","TID":12,"PID":1,"M":25,"S":35,"PLID":193645,"PLUUID":"1zumt9vkrqd8d3p3eqtwezi6t","PN":"R. Koch","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":40.9,"Y":40.3,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["40.9"]},{"I":141,"V":["40.3"]},{"I":212,"V":["0"]},{"I":213,"V":["3.141593"]}]}}}
[2025-08-23 19:25:53.907] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":249,"TS":"2025-08-23T14:55:53.368","TID":49,"PID":1,"M":25,"S":36,"PLID":573379,"PLUUID":"684cguhktvth28ql6qgvvmcyc","PN":"F. Cha\u00efbi","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":44.1,"Y":41.2,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[]}}}
[2025-08-23 19:25:56.847] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":250,"TS":"2025-08-23T14:55:53.745","TID":1,"PID":1,"M":25,"S":37,"PLID":573379,"PLUUID":"684cguhktvth28ql6qgvvmcyc","PN":"F. Cha\u00efbi","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":0,"X":44.1,"Y":41.2,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["54.3"]},{"I":141,"V":["-1.3"]},{"I":212,"V":["30.82068"]},{"I":213,"V":["5.067286"]}]}}}
[2025-08-23 19:25:57.245] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":251,"TS":"2025-08-23T14:55:56.662","TID":5,"PID":1,"M":25,"S":40,"PLID":573379,"PLUUID":"684cguhktvth28ql6qgvvmcyc","PN":"F. Cha\u00efbi","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":0,"X":54.3,"Y":-1.3,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 19:25:59.647] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":211,"TS":"2025-08-23T14:55:57.643","TID":5,"PID":1,"M":25,"S":41,"PLID":449695,"PLUUID":"f14n6d52p37nkvoo5n3i52x2h","PN":"F. Agu","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":43.4,"Y":101.2,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 19:26:03.077] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":212,"TS":"2025-08-23T14:55:59.434","TID":1,"PID":1,"M":25,"S":42,"PLID":449695,"PLUUID":"f14n6d52p37nkvoo5n3i52x2h","PN":"F. Agu","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":0,"X":46.6,"Y":101.7,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["71.2"]},{"I":141,"V":["89.3"]},{"I":212,"V":["27.17145"]},{"I":213,"V":["5.967649"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-23 19:26:04.845] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":252,"TS":"2025-08-23T14:56:03.639","TID":1,"PID":1,"M":25,"S":47,"PLID":193645,"PLUUID":"1zumt9vkrqd8d3p3eqtwezi6t","PN":"R. Koch","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":24.5,"Y":7.7,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["27.3"]},{"I":141,"V":["3.8"]},{"I":212,"V":["3.959382"]},{"I":213,"V":["5.549244"]},{"I":318,"V":["0.00000195"]}]}}}
[2025-08-23 19:26:05.060] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":213,"TS":"2025-08-23T14:56:04.858","TID":74,"PID":1,"M":25,"S":48,"PLID":228564,"PLUUID":"b4q9q0qgmtz959rygieg9ln1l","PN":"R. Schmid","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":71.1,"Y":98.8,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 19:26:05.264] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":253,"TS":"2025-08-23T14:56:04.679","TID":1,"PID":1,"M":25,"S":48,"PLID":492942,"PLUUID":"dchp4ud6043gahy06jrm7q6i2","PN":"N. Collins","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":0,"X":27.3,"Y":3.8,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["28.5"]},{"I":141,"V":["3.8"]},{"I":212,"V":["1.26"]},{"I":213,"V":["0"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-23 19:26:05.871] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":214,"TS":"2025-08-23T14:56:05.563","TID":5,"PID":1,"M":25,"S":49,"PLID":228564,"PLUUID":"b4q9q0qgmtz959rygieg9ln1l","PN":"R. Schmid","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":0,"X":72.4,"Y":102,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 19:26:07.255] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":254,"TS":"2025-08-23T14:56:05.491","TID":5,"PID":1,"M":25,"S":49,"PLID":492942,"PLUUID":"dchp4ud6043gahy06jrm7q6i2","PN":"N. Collins","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":26.1,"Y":-2,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 19:26:21.224] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":201,"TS":"2025-08-23T14:54:10.330","TID":43,"PID":1,"M":23,"S":53,"PLID":444687,"PLUUID":"39tod1iad3ztq17qveh8pwp9l","PN":"S. Lynen","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":14.8000001907349,"Y":92.8000030517578,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":[null]},{"I":144,"V":["7"]}]}}}
[2025-08-23 19:26:28.555] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":167,"TS":"2025-08-23T14:48:11.801","TID":13,"PID":1,"M":17,"S":55,"PLID":225485,"PLUUID":"d3tfdqfnab7bqxfdh3399y06i","PN":"J. Burkardt","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":97,"Y":60.9,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":142,"V":["NULL"]},{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":61,"V":["NULL"]},{"I":83,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["166"]},{"I":368,"V":["f1cizztu38yxbrbwh6pioxkol"]},{"I":102,"V":["59.0"]},{"I":103,"V":["13.8888888888889"]},{"I":321,"V":["0.0876"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":230,"V":["0.206730769230769"]},{"I":231,"V":["48.0138888888889"]}]}}}
[2025-08-23 19:26:39.875] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":255,"TS":"2025-08-23T14:56:38.440","TID":1,"PID":1,"M":26,"S":21,"PLID":224209,"PLUUID":"dn3llv8xjdbbndltfym5ar561","PN":"R. Kristensen","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":32.3,"Y":-1.6,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["31.5"]},{"I":141,"V":["5.3"]},{"I":212,"V":["4.766599"]},{"I":213,"V":["1.747948"]},{"I":318,"V":["0.00000118"]}]}}}
[2025-08-23 19:26:43.760] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":256,"TS":"2025-08-23T14:56:39.687","TID":1,"PID":1,"M":26,"S":23,"PLID":551050,"PLUUID":"elwm97xvha0y0t8yqx5sur9ck","PN":"H. Larsson","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":31.5,"Y":5.3,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["47.5"]},{"I":141,"V":["16.4"]},{"I":212,"V":["18.41772"]},{"I":213,"V":["0.4222598"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00003797"]}]}}}
[2025-08-23 19:26:44.407] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":257,"TS":"2025-08-23T14:56:43.576","TID":1,"PID":1,"M":26,"S":27,"PLID":225485,"PLUUID":"d3tfdqfnab7bqxfdh3399y06i","PN":"J. Burkardt","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":0,"X":47.5,"Y":16.4,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":3,"V":["NULL"]},{"I":168,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["56.1"]},{"I":141,"V":["24.4"]},{"I":212,"V":["10.54204"]},{"I":213,"V":["0.542209"]}]}}}
[2025-08-23 19:26:45.016] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":215,"TS":"2025-08-23T14:56:44.170","TID":1,"PID":1,"M":26,"S":27,"PLID":518758,"PLUUID":"3tpfqju821lze7myekb40kefo","PN":"J. Malatini","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":0,"X":44.6,"Y":57.4,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["66.5"]},{"I":141,"V":["66.8"]},{"I":212,"V":["23.86687"]},{"I":213,"V":["0.2711285"]}]}}}
[2025-08-23 19:26:48.282] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":258,"TS":"2025-08-23T14:56:46.680","TID":1,"PID":1,"M":26,"S":30,"PLID":551050,"PLUUID":"elwm97xvha0y0t8yqx5sur9ck","PN":"H. Larsson","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":38.8,"Y":34.6,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["46.0"]},{"I":141,"V":["44.8"]},{"I":212,"V":["10.25971"]},{"I":213,"V":["0.7423784"]},{"I":318,"V":["0.00005123"]}]}}}
[2025-08-23 19:26:52.438] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":259,"TS":"2025-08-23T14:56:48.40","TID":1,"PID":1,"M":26,"S":31,"PLID":573379,"PLUUID":"684cguhktvth28ql6qgvvmcyc","PN":"F. Cha\u00efbi","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":46,"Y":44.8,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["43.7"]},{"I":141,"V":["62.7"]},{"I":212,"V":["12.40926"]},{"I":213,"V":["1.766659"]},{"I":318,"V":["0.00003058"]}]}}}
[2025-08-23 19:26:53.083] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":260,"TS":"2025-08-23T14:56:52.71","TID":1,"PID":1,"M":26,"S":35,"PLID":587982,"PLUUID":"4lg41m643jf18dgax298bufpw","PN":"J. Bahoya","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":0,"X":43.7,"Y":62.7,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["61.2"]},{"I":141,"V":["73.5"]},{"I":212,"V":["19.78825"]},{"I":213,"V":["0.3802249"]}]}}}
[2025-08-23 19:26:55.761] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":216,"TS":"2025-08-23T14:56:54.873","TID":12,"PID":1,"M":26,"S":38,"PLID":160541,"PLUUID":"2p48525x4ap9m81g6ode51cyd","PN":"N. Stark","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":30.8,"Y":13,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["37.1"]},{"I":141,"V":["6.9"]},{"I":212,"V":["7.807953"]},{"I":213,"V":["5.723106"]}]}}}
[2025-08-23 19:26:58.587] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":261,"TS":"2025-08-23T14:56:54.759","TID":87,"PID":1,"M":26,"S":38,"PLID":465189,"PLUUID":"8qlz4omhgfnzyb2cgeou7xn56","PN":"A. Theate","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":46.5,"Y":88.3,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":140,"V":["78.4"]},{"I":141,"V":["87.5"]}]}}}
[2025-08-23 19:26:58.628] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":217,"TS":"2025-08-23T14:56:58.329","TID":55,"PID":1,"M":26,"S":41,"PLID":160541,"PLUUID":"2p48525x4ap9m81g6ode51cyd","PN":"N. Stark","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":30,"Y":10.6,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[]}}}
[2025-08-23 19:26:59.615] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":262,"TS":"2025-08-23T14:56:59.369","TID":62,"PID":1,"M":26,"S":42,"PLID":0,"PLUUID":"58dovnbievvo4691l1effom3t","PN":"N\u00e9lson Morgado","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":50,"Y":50,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[]}}}
[2025-08-23 19:27:13.162] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":218,"TS":"2025-08-23T14:57:11.882","TID":1,"PID":1,"M":26,"S":55,"PLID":160541,"PLUUID":"2p48525x4ap9m81g6ode51cyd","PN":"N. Stark","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":31.1,"Y":25.1,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":5,"V":["NULL"]},{"I":241,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["32.2"]},{"I":141,"V":["63.9"]},{"I":212,"V":["26.40927"]},{"I":213,"V":["1.527048"]},{"I":318,"V":["0.00001103"]}]}}}
[2025-08-23 19:27:15.468] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":219,"TS":"2025-08-23T14:57:13.610","TID":1,"PID":1,"M":26,"S":57,"PLID":225335,"PLUUID":"aaoycxwi9jny6flm4apz8a2uh","PN":"M. Friedl","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":32.2,"Y":67.3,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["43"]},{"I":141,"V":["94"]},{"I":212,"V":["21.40645"]},{"I":213,"V":["1.012494"]},{"I":318,"V":["0.0000196"]}]}}}
[2025-08-23 19:27:16.720] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":220,"TS":"2025-08-23T14:57:15.209","TID":1,"PID":1,"M":26,"S":58,"PLID":449695,"PLUUID":"f14n6d52p37nkvoo5n3i52x2h","PN":"F. Agu","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":43,"Y":93.8,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["42.4"]},{"I":141,"V":["77"]},{"I":212,"V":["11.44136"]},{"I":213,"V":["4.657298"]},{"I":318,"V":["0.00002886"]}]}}}
[2025-08-23 19:27:19.897] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":221,"TS":"2025-08-23T14:57:16.473","TID":1,"PID":1,"M":26,"S":59,"PLID":228564,"PLUUID":"b4q9q0qgmtz959rygieg9ln1l","PN":"R. Schmid","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":42.5,"Y":77,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["34.3"]},{"I":141,"V":["77"]},{"I":212,"V":["8.61"]},{"I":213,"V":["3.141593"]},{"I":318,"V":["0.0000119"]}]}}}
[2025-08-23 19:27:23.947] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":222,"TS":"2025-08-23T14:57:19.529","TID":1,"PID":1,"M":27,"S":3,"PLID":225335,"PLUUID":"aaoycxwi9jny6flm4apz8a2uh","PN":"M. Friedl","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":34.4,"Y":67.9,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["32.7"]},{"I":141,"V":["31"]},{"I":212,"V":["25.15541"]},{"I":213,"V":["4.64137"]},{"I":318,"V":["0.0000133"]}]}}}
[2025-08-23 19:27:27.967] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":223,"TS":"2025-08-23T14:57:23.722","TID":1,"PID":1,"M":27,"S":7,"PLID":160541,"PLUUID":"2p48525x4ap9m81g6ode51cyd","PN":"N. Stark","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":30.3,"Y":32,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["18.2"]},{"I":141,"V":["52.1"]},{"I":212,"V":["18.66096"]},{"I":213,"V":["2.319696"]},{"I":318,"V":["0.00000227"]}]}}}
[2025-08-23 19:27:32.294] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":224,"TS":"2025-08-23T14:57:27.753","TID":1,"PID":1,"M":27,"S":11,"PLID":513441,"PLUUID":"39yc76urwnda0ze6qb9h00ine","PN":"M. Backhaus","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":19.3,"Y":52.3,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["13.1"]},{"I":141,"V":["96.5"]},{"I":212,"V":["30.75294"]},{"I":213,"V":["1.784097"]},{"I":318,"V":["0.00000068"]}]}}}
[2025-08-23 19:27:34.670] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":225,"TS":"2025-08-23T14:57:31.946","TID":1,"PID":1,"M":27,"S":15,"PLID":225335,"PLUUID":"aaoycxwi9jny6flm4apz8a2uh","PN":"M. Friedl","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":13.3,"Y":97,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["30.4"]},{"I":141,"V":["86.1"]},{"I":212,"V":["19.42472"]},{"I":213,"V":["5.891685"]},{"I":318,"V":["0.00000371"]}]}}}
[2025-08-23 19:27:36.048] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":263,"TS":"2025-08-23T14:57:35.848","TID":45,"PID":1,"M":27,"S":19,"PLID":573379,"PLUUID":"684cguhktvth28ql6qgvvmcyc","PN":"F. Cha\u00efbi","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":0,"X":69.9,"Y":21.5,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
