[2025-08-23 22:03:54.108] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-23 22:03:54.770] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-23 22:03:55.430] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"14qo3uypv7lmce0ewcvxe89w4"}}
[2025-08-23 22:45:49.717] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":422,"TS":"2025-08-23T18:15:45.997","TID":1,"PID":1,"M":45,"S":21,"PLID":445122,"PLUUID":"aqlakf0mo95rlktf6xdbaegh5","PN":"J. Timber","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":81,"Y":3.8,"STAT":{"CPID":1,"SC":"1:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["68.8"]},{"I":141,"V":["16.8"]},{"I":212,"V":["15.56412"]},{"I":213,"V":["2.537551"]},{"I":318,"V":["0.00056847"]}]}}}
[2025-08-23 22:45:52.294] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":423,"TS":"2025-08-23T18:15:49.469","TID":1,"PID":1,"M":45,"S":24,"PLID":481655,"PLUUID":"80aqmv4ht6rs1812qrr5j8kix","PN":"Mart\u00edn Zubimendi","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":66.1,"Y":22.2,"STAT":{"CPID":1,"SC":"1:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["58.3"]},{"I":141,"V":["26.7"]},{"I":212,"V":["8.74298"]},{"I":213,"V":["2.784027"]},{"I":318,"V":["0.00024534"]}]}}}
[2025-08-23 22:45:56.708] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":424,"TS":"2025-08-23T18:15:51.965","TID":1,"PID":1,"M":45,"S":27,"PLID":462424,"PLUUID":"65rqu55qbzswixgqw2efna06i","PN":"W. Saliba","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":59.8,"Y":23.6,"STAT":{"CPID":1,"SC":"1:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["70.6"]},{"I":141,"V":["17.4"]},{"I":212,"V":["12.09836"]},{"I":213,"V":["5.927239"]},{"I":318,"V":["0.00059124"]}]}}}
[2025-08-23 22:45:57.514] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":300,"TS":"2025-08-23T18:14:17.320","TID":7,"PID":1,"M":43,"S":52,"PLID":466525,"PLUUID":"az7owi5t4bclkamjsjuyxzv1l","PN":"A. Stach","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":45.6,"Y":51.5,"STAT":{"CPID":1,"SC":"1:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]},{"I":385,"V":["NULL"]},{"I":178,"V":["NULL"]}]}}}
[2025-08-23 22:45:58.109] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":425,"TS":"2025-08-23T18:15:56.366","TID":1,"PID":1,"M":45,"S":31,"PLID":499175,"PLUUID":"2lt2tw1qypl9hmlz529bo0sus","PN":"E. Nwaneri","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":68.6,"Y":13.7,"STAT":{"CPID":1,"SC":"1:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["71"]},{"I":141,"V":["26.4"]},{"I":212,"V":["8.996161"]},{"I":213,"V":["1.286878"]},{"I":318,"V":["0.00105794"]}]}}}
[2025-08-23 22:45:59.105] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":426,"TS":"2025-08-23T18:15:57.750","TID":1,"PID":1,"M":45,"S":33,"PLID":481655,"PLUUID":"80aqmv4ht6rs1812qrr5j8kix","PN":"Mart\u00edn Zubimendi","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":70.9,"Y":27.6,"STAT":{"CPID":1,"SC":"1:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["77.6"]},{"I":141,"V":["25.3"]},{"I":212,"V":["7.206755"]},{"I":213,"V":["6.064426"]},{"I":318,"V":["0.00247725"]}]}}}
[2025-08-23 22:46:00.348] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":427,"TS":"2025-08-23T18:15:58.749","TID":1,"PID":1,"M":45,"S":34,"PLID":204480,"PLUUID":"6jgocc12bori2wygyu07c082x","PN":"D. Rice","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":77.6,"Y":25.3,"STAT":{"CPID":1,"SC":"1:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["71.9"]},{"I":141,"V":["30.3"]},{"I":212,"V":["6.883329"]},{"I":213,"V":["2.624969"]},{"I":318,"V":["0.00191995"]}]}}}
[2025-08-23 22:46:00.907] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":301,"TS":"2025-08-23T18:16:00.580","TID":45,"PID":1,"M":45,"S":35,"PLID":248056,"PLUUID":"28ucbvor6b0yxreoieehudfc9","PN":"A. Tanaka","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":0,"X":23,"Y":58.8,"STAT":{"CPID":1,"SC":"1:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 22:46:02.326] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":428,"TS":"2025-08-23T18:16:01.998","TID":3,"PID":1,"M":45,"S":37,"PLID":499175,"PLUUID":"2lt2tw1qypl9hmlz529bo0sus","PN":"E. Nwaneri","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":0,"X":71.9,"Y":30.3,"STAT":{"CPID":1,"SC":"1:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 22:46:03.317] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":429,"TS":"2025-08-23T18:16:02.952","TID":61,"PID":1,"M":45,"S":38,"PLID":499175,"PLUUID":"2lt2tw1qypl9hmlz529bo0sus","PN":"E. Nwaneri","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":71.9,"Y":30.3,"STAT":{"CPID":1,"SC":"1:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]}]}}}
[2025-08-23 22:46:05.130] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":302,"TS":"2025-08-23T18:16:04.213","TID":7,"PID":1,"M":45,"S":39,"PLID":486520,"PLUUID":"dr0kn3srxtg7nuw99gjoim7e1","PN":"I. Gruev","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":25.1,"Y":62.1,"STAT":{"CPID":1,"SC":"1:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 22:46:05.527] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":430,"TS":"2025-08-23T18:16:05.294","TID":49,"PID":1,"M":45,"S":40,"PLID":481655,"PLUUID":"80aqmv4ht6rs1812qrr5j8kix","PN":"Mart\u00edn Zubimendi","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":65.3,"Y":29.5,"STAT":{"CPID":1,"SC":"1:0"},"RTL":0,"Q":[]}}}
[2025-08-23 22:46:06.131] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":303,"TS":"2025-08-23T18:16:04.789","TID":1,"PID":1,"M":45,"S":40,"PLID":486520,"PLUUID":"dr0kn3srxtg7nuw99gjoim7e1","PN":"I. Gruev","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":0,"X":25.3,"Y":63.4,"STAT":{"CPID":1,"SC":"1:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["29.9"]},{"I":141,"V":["71.8"]},{"I":212,"V":["7.480364"]},{"I":213,"V":["0.8688691"]}]}}}
[2025-08-23 22:46:06.716] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":431,"TS":"2025-08-23T18:16:05.422","TID":1,"PID":1,"M":45,"S":40,"PLID":481655,"PLUUID":"80aqmv4ht6rs1812qrr5j8kix","PN":"Mart\u00edn Zubimendi","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":65.3,"Y":29.5,"STAT":{"CPID":1,"SC":"1:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["77.8"]},{"I":141,"V":["21.5"]},{"I":212,"V":["14.20772"]},{"I":213,"V":["5.890262"]},{"I":318,"V":["0.00192607"]}]}}}
[2025-08-23 22:46:08.317] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":432,"TS":"2025-08-23T18:16:06.366","TID":1,"PID":1,"M":45,"S":41,"PLID":445122,"PLUUID":"aqlakf0mo95rlktf6xdbaegh5","PN":"J. Timber","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":78.5,"Y":21,"STAT":{"CPID":1,"SC":"1:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["97.1"]},{"I":141,"V":["29.7"]},{"I":212,"V":["20.40637"]},{"I":213,"V":["0.2941322"]},{"I":318,"V":["0.00951328"]}]}}}
[2025-08-23 22:46:10.335] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":433,"TS":"2025-08-23T18:16:08.782","TID":38,"PID":1,"M":45,"S":44,"PLID":223340,"PLUUID":"8tc7dcuwdeqbjgt7vw5p38xgq","PN":"B. Saka","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":97.5,"Y":29.7,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":62,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]}]}}}
[2025-08-23 22:46:31.757] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":433,"TS":"2025-08-23T18:16:07.782","TID":16,"PID":1,"M":45,"S":43,"PLID":223340,"PLUUID":"8tc7dcuwdeqbjgt7vw5p38xgq","PN":"B. Saka","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":95.7,"Y":32,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":62,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":321,"V":["0.0573"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":374,"V":["2025-08-23 18:16:06.999"]},{"I":461,"V":["2025-08-23 17:16:06.999"]},{"I":375,"V":["45:42.287"]}]}}}
[2025-08-23 22:46:57.623] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":304,"TS":"2025-08-23T18:16:57.397","TID":49,"PID":1,"M":46,"S":32,"PLID":486520,"PLUUID":"dr0kn3srxtg7nuw99gjoim7e1","PN":"I. Gruev","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":26.1,"Y":62.8,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[]}}}
[2025-08-23 22:47:02.835] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":433,"TS":"2025-08-23T18:16:07.782","TID":16,"PID":1,"M":45,"S":43,"PLID":223340,"PLUUID":"8tc7dcuwdeqbjgt7vw5p38xgq","PN":"B. Saka","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":95.7,"Y":32,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":113,"V":["NULL"]},{"I":62,"V":["NULL"]},{"I":79,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["432"]},{"I":368,"V":["almggw5fp3vye3u53n3i7wa11"]},{"I":102,"V":["49.1978609625668"]},{"I":103,"V":["25.3164556962025"]},{"I":214,"V":["NULL"]},{"I":321,"V":["0.1989"]},{"I":328,"V":["NULL"]},{"I":327,"V":["1"]},{"I":326,"V":["1"]},{"I":230,"V":["99.2740384615385"]},{"I":231,"V":["45.3055555555556"]},{"I":322,"V":["0.1293"]},{"I":374,"V":["2025-08-23 18:16:06.999"]},{"I":461,"V":["2025-08-23 17:16:06.999"]},{"I":375,"V":["45:42.287"]}]}}}
[2025-08-23 22:47:28.857] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":305,"TS":"2025-08-23T18:17:26.725","TID":1,"PID":1,"M":47,"S":2,"PLID":235826,"PLUUID":"6ka58mn83rknx80e4y2jk3949","PN":"J. Piroe","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":50.1,"Y":49.6,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["35.7"]},{"I":141,"V":["33.5"]},{"I":212,"V":["18.66743"]},{"I":213,"V":["3.768294"]},{"I":279,"V":["G"]},{"I":318,"V":["0.00001778"]}]}}}
[2025-08-23 22:47:29.095] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":306,"TS":"2025-08-23T18:17:28.495","TID":61,"PID":1,"M":47,"S":3,"PLID":214225,"PLUUID":"otan631zzfnq2sektkl3ywo9","PN":"J. Rodon","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":35.9,"Y":31,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-23 22:47:29.277] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":434,"TS":"2025-08-23T18:17:28.928","TID":49,"PID":1,"M":47,"S":4,"PLID":481655,"PLUUID":"80aqmv4ht6rs1812qrr5j8kix","PN":"Mart\u00edn Zubimendi","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":51.6,"Y":68.8,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[]}}}
[2025-08-23 22:47:33.486] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":435,"TS":"2025-08-23T18:17:29.217","TID":1,"PID":1,"M":47,"S":4,"PLID":481655,"PLUUID":"80aqmv4ht6rs1812qrr5j8kix","PN":"Mart\u00edn Zubimendi","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":51.6,"Y":68.8,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["65.4"]},{"I":141,"V":["89.7"]},{"I":212,"V":["20.29633"]},{"I":213,"V":["0.7757127"]},{"I":318,"V":["0.00023805"]}]}}}
[2025-08-23 22:47:36.094] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":436,"TS":"2025-08-23T18:17:33.216","TID":1,"PID":1,"M":47,"S":8,"PLID":248857,"PLUUID":"e3il1t1s5lrn4g8t85fcm40oa","PN":"N. Madueke","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":68.6,"Y":88.3,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["87.9"]},{"I":141,"V":["93.5"]},{"I":212,"V":["20.57118"]},{"I":213,"V":["0.1727489"]},{"I":318,"V":["0.00091403"]}]}}}
[2025-08-23 22:47:39.687] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":437,"TS":"2025-08-23T18:17:35.889","TID":1,"PID":1,"M":47,"S":11,"PLID":481655,"PLUUID":"80aqmv4ht6rs1812qrr5j8kix","PN":"Mart\u00edn Zubimendi","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":89.3,"Y":93.8,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["79.9"]},{"I":141,"V":["93.6"]},{"I":212,"V":["9.870937"]},{"I":213,"V":["3.155371"]},{"I":318,"V":["0.00064495"]}]}}}
[2025-08-23 22:47:41.890] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":438,"TS":"2025-08-23T18:17:39.440","TID":1,"PID":1,"M":47,"S":14,"PLID":248857,"PLUUID":"e3il1t1s5lrn4g8t85fcm40oa","PN":"N. Madueke","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":80.5,"Y":91.7,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["71.6"]},{"I":141,"V":["74.5"]},{"I":212,"V":["14.97082"]},{"I":213,"V":["4.038263"]},{"I":318,"V":["0.00132328"]}]}}}
[2025-08-23 22:47:44.483] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":439,"TS":"2025-08-23T18:17:41.569","TID":1,"PID":1,"M":47,"S":16,"PLID":226597,"PLUUID":"8libvn3hxypz8x7gm4mr7kj55","PN":"Gabriel Magalh\u00e3es","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":71.9,"Y":77,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["77.4"]},{"I":141,"V":["94.1"]},{"I":212,"V":["12.9831"]},{"I":213,"V":["1.109836"]},{"I":318,"V":["0.00061319"]}]}}}
[2025-08-23 22:47:49.931] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":440,"TS":"2025-08-23T18:17:44.129","TID":1,"PID":1,"M":47,"S":19,"PLID":481655,"PLUUID":"80aqmv4ht6rs1812qrr5j8kix","PN":"Mart\u00edn Zubimendi","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":75.9,"Y":91.2,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["67.5"]},{"I":141,"V":["79.6"]},{"I":212,"V":["11.83271"]},{"I":213,"V":["3.871267"]},{"I":318,"V":["0.0005779"]}]}}}
[2025-08-23 22:47:52.293] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":441,"TS":"2025-08-23T18:17:49.569","TID":1,"PID":1,"M":47,"S":24,"PLID":226597,"PLUUID":"8libvn3hxypz8x7gm4mr7kj55","PN":"Gabriel Magalh\u00e3es","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":69.7,"Y":81.4,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["85.3"]},{"I":141,"V":["96"]},{"I":212,"V":["19.15384"]},{"I":213,"V":["0.5448964"]},{"I":318,"V":["0.00075843"]}]}}}
[2025-08-23 22:47:56.552] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":442,"TS":"2025-08-23T18:17:52.1","TID":1,"PID":1,"M":47,"S":27,"PLID":481655,"PLUUID":"80aqmv4ht6rs1812qrr5j8kix","PN":"Mart\u00edn Zubimendi","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":85.3,"Y":96,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["75.1"]},{"I":141,"V":["90.8"]},{"I":212,"V":["11.27863"]},{"I":213,"V":["3.460483"]},{"I":318,"V":["0.0005762"]}]}}}
[2025-08-23 22:48:01.809] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":443,"TS":"2025-08-23T18:17:56.241","TID":1,"PID":1,"M":47,"S":31,"PLID":226597,"PLUUID":"8libvn3hxypz8x7gm4mr7kj55","PN":"Gabriel Magalh\u00e3es","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":76.4,"Y":91.1,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["79.5"]},{"I":141,"V":["98"]},{"I":212,"V":["5.710507"]},{"I":213,"V":["0.9642881"]},{"I":318,"V":["0.00039903"]}]}}}
[2025-08-23 22:48:06.950] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":444,"TS":"2025-08-23T18:18:01.457","TID":1,"PID":1,"M":47,"S":36,"PLID":481655,"PLUUID":"80aqmv4ht6rs1812qrr5j8kix","PN":"Mart\u00edn Zubimendi","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":73.8,"Y":90,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["58.8"]},{"I":141,"V":["61.1"]},{"I":212,"V":["25.18459"]},{"I":213,"V":["4.036767"]},{"I":318,"V":["0.00047531"]}]}}}
[2025-08-23 22:48:10.543] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":445,"TS":"2025-08-23T18:18:06.625","TID":1,"PID":1,"M":47,"S":41,"PLID":462424,"PLUUID":"65rqu55qbzswixgqw2efna06i","PN":"W. Saliba","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":53.7,"Y":57.2,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["46.8"]},{"I":141,"V":["35.8"]},{"I":212,"V":["16.25579"]},{"I":213,"V":["4.250447"]},{"I":318,"V":["0.00007188"]}]}}}
[2025-08-23 22:48:16.419] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":446,"TS":"2025-08-23T18:18:10.210","TID":1,"PID":1,"M":47,"S":45,"PLID":445122,"PLUUID":"aqlakf0mo95rlktf6xdbaegh5","PN":"J. Timber","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":46.8,"Y":35.8,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["62.9"]},{"I":141,"V":["3.5"]},{"I":212,"V":["27.71635"]},{"I":213,"V":["5.36836"]},{"I":318,"V":["0.00013421"]}]}}}
[2025-08-23 22:48:17.990] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":447,"TS":"2025-08-23T18:18:16.146","TID":1,"PID":1,"M":47,"S":51,"PLID":223340,"PLUUID":"8tc7dcuwdeqbjgt7vw5p38xgq","PN":"B. Saka","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":66.3,"Y":2.8,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["61.7"]},{"I":141,"V":["16.8"]},{"I":212,"V":["10.67517"]},{"I":213,"V":["2.040309"]},{"I":318,"V":["0.00020449"]}]}}}
[2025-08-23 22:48:20.889] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":448,"TS":"2025-08-23T18:18:17.618","TID":1,"PID":1,"M":47,"S":52,"PLID":204480,"PLUUID":"6jgocc12bori2wygyu07c082x","PN":"D. Rice","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":0,"X":61.7,"Y":18.3,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":196,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["84.7"]},{"I":141,"V":["90.8"]},{"I":212,"V":["54.89729"]},{"I":213,"V":["1.115295"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-23 22:48:21.691] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":307,"TS":"2025-08-23T18:18:21.349","TID":8,"PID":1,"M":47,"S":56,"PLID":226182,"PLUUID":"dwumn5qew7ae53givnx2p892h","PN":"J. Bogle","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":14.7,"Y":15.6,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-23 22:48:22.543] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":308,"TS":"2025-08-23T18:18:22.165","TID":5,"PID":1,"M":47,"S":57,"PLID":226182,"PLUUID":"dwumn5qew7ae53givnx2p892h","PN":"J. Bogle","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":0,"X":19.2,"Y":-1.6,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 22:48:23.491] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":449,"TS":"2025-08-23T18:18:22.146","TID":5,"PID":1,"M":47,"S":57,"PLID":204480,"PLUUID":"6jgocc12bori2wygyu07c082x","PN":"D. Rice","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":85.4,"Y":101.1,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":347,"V":["NULL"]}]}}}
