[2025-08-23 22:14:37.940] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-23 22:14:38.606] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-23 22:14:39.256] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"cj1crau6yj93nnyk80lzjpes4"}}
[2025-08-23 23:07:46.128] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":379,"TS":"2025-08-23T18:37:45.900","TID":49,"PID":2,"M":45,"S":38,"PLID":429644,"PLUUID":"1i9mqbswolg91evnmsrf5katx","PN":"Tete Morente","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":57.3,"Y":14,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[]}}}
[2025-08-23 23:07:46.912] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":435,"TS":"2025-08-23T18:37:45.666","TID":1,"PID":2,"M":45,"S":38,"PLID":450025,"PLUUID":"46yp8iqh0qm7i75d98tfrsbxm","PN":"L. Colombo","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":0,"X":42.8,"Y":37.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["42.0"]},{"I":141,"V":["81.4"]},{"I":212,"V":["30.13571"]},{"I":213,"V":["1.598674"]}]}}}
[2025-08-23 23:07:51.784] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":380,"TS":"2025-08-23T18:37:49.484","TID":1,"PID":2,"M":45,"S":42,"PLID":429644,"PLUUID":"1i9mqbswolg91evnmsrf5katx","PN":"Tete Morente","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":73.2,"Y":20.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["89"]},{"I":141,"V":["6.8"]},{"I":212,"V":["18.92767"]},{"I":213,"V":["5.780921"]},{"I":318,"V":["0.00117847"]}]}}}
[2025-08-23 23:07:53.778] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":381,"TS":"2025-08-23T18:37:51.564","TID":1,"PID":2,"M":45,"S":44,"PLID":503566,"PLUUID":"1lisq580zw4yfk6id6f1dwr56","PN":"Danilo Veiga","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":0,"X":90,"Y":6.7,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":2,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["91.9"]},{"I":141,"V":["47.8"]},{"I":212,"V":["28.01911"]},{"I":213,"V":["1.499535"]}]}}}
[2025-08-23 23:07:57.069] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":436,"TS":"2025-08-23T18:37:55.603","TID":12,"PID":2,"M":45,"S":48,"PLID":588118,"PLUUID":"7xdhy2xi9mrhzjn6aiatd9ono","PN":"P. Masini","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":5.9,"Y":48.7,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["24.1"]},{"I":141,"V":["18.8"]},{"I":212,"V":["27.90309"]},{"I":213,"V":["5.466815"]}]}}}
[2025-08-23 23:08:03.491] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":382,"TS":"2025-08-23T18:37:58.780","TID":1,"PID":2,"M":45,"S":51,"PLID":462484,"PLUUID":"1oszv53od5pulbhx566ht984q","PN":"A. Gallo","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":76.6,"Y":79.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":2,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["87.9"]},{"I":141,"V":["51"]},{"I":212,"V":["22.72361"]},{"I":213,"V":["5.261752"]},{"I":318,"V":["0.047743"]}]}}}
[2025-08-23 23:08:03.711] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":383,"TS":"2025-08-23T18:38:02.588","TID":39,"PID":2,"M":45,"S":55,"PLID":633952,"PLUUID":"5vz3ahy53htjc8pk4wzvytzbo","PN":"F. Camarda","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":88.1,"Y":51,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":253,"V":["NULL"]}]}}}
[2025-08-23 23:08:08.724] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":384,"TS":"2025-08-23T18:38:07.644","TID":1,"PID":2,"M":46,"S":0,"PLID":429644,"PLUUID":"1i9mqbswolg91evnmsrf5katx","PN":"Tete Morente","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":93.4,"Y":17.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["91.4"]},{"I":141,"V":["24.4"]},{"I":212,"V":["5.327365"]},{"I":213,"V":["1.975984"]},{"I":318,"V":["0.00609344"]}]}}}
[2025-08-23 23:08:09.720] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":385,"TS":"2025-08-23T18:38:08.508","TID":1,"PID":2,"M":46,"S":1,"PLID":215047,"PLUUID":"7pg1pu4ptby6hi0rp29hv4jxl","PN":"L. Coulibaly","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":91.4,"Y":24.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["97.3"]},{"I":141,"V":["25"]},{"I":212,"V":["6.208421"]},{"I":213,"V":["0.06576459"]},{"I":318,"V":["0.00522775"]}]}}}
[2025-08-23 23:08:11.125] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":386,"TS":"2025-08-23T18:38:09.388","TID":1,"PID":2,"M":46,"S":2,"PLID":429644,"PLUUID":"1i9mqbswolg91evnmsrf5katx","PN":"Tete Morente","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":0,"X":97.3,"Y":25,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":2,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["101"]},{"I":141,"V":["50.4"]},{"I":212,"V":["17.70354"]},{"I":213,"V":["1.349548"]}]}}}
[2025-08-23 23:08:15.323] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":437,"TS":"2025-08-23T18:38:15.71","TID":55,"PID":2,"M":46,"S":8,"PLID":624931,"PLUUID":"1lxfpn0wmr895me9xbzcfnh90","PN":"A. Marcandalli","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":9.9,"Y":74.7,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[]}}}
[2025-08-23 23:08:18.909] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":387,"TS":"2025-08-23T18:38:10.879","TID":5,"PID":2,"M":46,"S":3,"PLID":429644,"PLUUID":"1i9mqbswolg91evnmsrf5katx","PN":"Tete Morente","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":0,"X":101,"Y":50.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-23 23:08:19.129] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":383,"TS":"2025-08-23T18:38:00.588","TID":13,"PID":2,"M":45,"S":53,"PLID":633952,"PLUUID":"5vz3ahy53htjc8pk4wzvytzbo","PN":"F. Camarda","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":88.1,"Y":51,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":15,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":321,"V":["0.0474"]},{"I":328,"V":["NULL"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":153,"V":["NULL"]}]}}}
[2025-08-23 23:08:22.544] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":383,"TS":"2025-08-23T18:38:00.588","TID":13,"PID":2,"M":45,"S":53,"PLID":633952,"PLUUID":"5vz3ahy53htjc8pk4wzvytzbo","PN":"F. Camarda","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":88.1,"Y":51,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":15,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":75,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["382"]},{"I":368,"V":["beu45ing7g83q73tw1d5m3s2v"]},{"I":102,"V":["26.3865546218487"]},{"I":103,"V":["15.2777777777778"]},{"I":321,"V":["0.0507"]},{"I":328,"V":["NULL"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":153,"V":["NULL"]},{"I":146,"V":["97.3269230769231"]},{"I":147,"V":["27.9722222222222"]},{"I":230,"V":["98.4951923076923"]},{"I":231,"V":["49.8194444444444"]}]}}}
[2025-08-23 23:08:26.548] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":387,"TS":"2025-08-23T18:38:10.879","TID":43,"PID":2,"M":46,"S":3,"PLID":429644,"PLUUID":"1i9mqbswolg91evnmsrf5katx","PN":"Tete Morente","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":0,"X":101,"Y":50.4000015258789,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":346,"V":[null]},{"I":144,"V":["5"]}]}}}
[2025-08-23 23:08:27.125] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":386,"TS":"2025-08-23T18:38:09.388","TID":43,"PID":2,"M":46,"S":2,"PLID":429644,"PLUUID":"1i9mqbswolg91evnmsrf5katx","PN":"Tete Morente","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":0,"X":97.3000030517578,"Y":25,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":2,"V":[null]},{"I":155,"V":[null]},{"I":56,"V":["Center"]},{"I":140,"V":["101"]},{"I":141,"V":["50.4"]},{"I":212,"V":["17.70354"]},{"I":213,"V":["1.349548"]},{"I":144,"V":["1"]}]}}}
[2025-08-23 23:08:56.759] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":388,"TS":"2025-08-23T18:38:56.156","TID":44,"PID":2,"M":46,"S":49,"PLID":227386,"PLUUID":"c4kxfrbrfedilykhbyak3e579","PN":"Y. Ramadani","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":40.5,"Y":43.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 23:08:58.775] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":438,"TS":"2025-08-23T18:38:54.814","TID":1,"PID":2,"M":46,"S":47,"PLID":87968,"PLUUID":"9dc7uictce9dq0tbphn74qz85","PN":"N. Leali","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":10.8,"Y":69.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":5,"V":["NULL"]},{"I":157,"V":["NULL"]},{"I":241,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["63.8"]},{"I":141,"V":["60.5"]},{"I":212,"V":["55.97812"]},{"I":213,"V":["6.17486"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00016537"]}]}}}
[2025-08-23 23:08:58.969] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":439,"TS":"2025-08-23T18:38:58.392","TID":44,"PID":2,"M":46,"S":51,"PLID":450025,"PLUUID":"46yp8iqh0qm7i75d98tfrsbxm","PN":"L. Colombo","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":62.3,"Y":60.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 23:08:59.167] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":389,"TS":"2025-08-23T18:38:56.412","TID":1,"PID":2,"M":46,"S":49,"PLID":227386,"PLUUID":"c4kxfrbrfedilykhbyak3e579","PN":"Y. Ramadani","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":0,"X":40.6,"Y":42.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["44.7"]},{"I":141,"V":["46.4"]},{"I":212,"V":["5.056296"]},{"I":213,"V":["0.5521214"]}]}}}
[2025-08-23 23:09:00.400] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":390,"TS":"2025-08-23T18:38:59.388","TID":44,"PID":2,"M":46,"S":52,"PLID":550922,"PLUUID":"d12unjo4sk39iix9of2yfask4","PN":"M. Berisha","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":0,"X":44.7,"Y":46.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 23:09:00.597] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":391,"TS":"2025-08-23T18:38:59.993","TID":61,"PID":2,"M":46,"S":52,"PLID":550922,"PLUUID":"d12unjo4sk39iix9of2yfask4","PN":"M. Berisha","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":44.7,"Y":46.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-23 23:09:00.975] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":440,"TS":"2025-08-23T18:39:00.157","TID":44,"PID":2,"M":46,"S":53,"PLID":588118,"PLUUID":"7xdhy2xi9mrhzjn6aiatd9ono","PN":"P. Masini","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":56,"Y":55.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 23:09:02.194] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":441,"TS":"2025-08-23T18:39:00.563","TID":1,"PID":2,"M":46,"S":53,"PLID":588118,"PLUUID":"7xdhy2xi9mrhzjn6aiatd9ono","PN":"P. Masini","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":56.1,"Y":55.7,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["67.4"]},{"I":141,"V":["64.3"]},{"I":212,"V":["13.2279"]},{"I":213,"V":["0.457934"]},{"I":318,"V":["0.0013161"]}]}}}
[2025-08-23 23:09:07.226] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":442,"TS":"2025-08-23T18:39:01.907","TID":1,"PID":2,"M":46,"S":54,"PLID":450025,"PLUUID":"46yp8iqh0qm7i75d98tfrsbxm","PN":"L. Colombo","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":67,"Y":66.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["69.7"]},{"I":141,"V":["90.3"]},{"I":212,"V":["16.69842"]},{"I":213,"V":["1.400193"]},{"I":318,"V":["0.00049864"]}]}}}
[2025-08-23 23:09:08.269] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":443,"TS":"2025-08-23T18:39:06.876","TID":1,"PID":2,"M":46,"S":59,"PLID":494779,"PLUUID":"biuovem90utcyzda58nixtaay","PN":"A. Gr\u00f8nb\u00e6k","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":0,"X":78.1,"Y":84.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["79.7"]},{"I":141,"V":["92.0"]},{"I":212,"V":["5.628569"]},{"I":213,"V":["1.267699"]}]}}}
[2025-08-23 23:09:11.993] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":444,"TS":"2025-08-23T18:39:08.704","TID":5,"PID":2,"M":47,"S":1,"PLID":494779,"PLUUID":"biuovem90utcyzda58nixtaay","PN":"A. Gr\u00f8nb\u00e6k","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":80.2,"Y":101.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 23:09:12.392] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":392,"TS":"2025-08-23T18:39:10.684","TID":12,"PID":2,"M":47,"S":3,"PLID":429644,"PLUUID":"1i9mqbswolg91evnmsrf5katx","PN":"Tete Morente","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":26.8,"Y":6.8,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["26.8"]},{"I":141,"V":["6.8"]},{"I":212,"V":["0"]},{"I":213,"V":["0"]}]}}}
[2025-08-23 23:09:12.609] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":393,"TS":"2025-08-23T18:39:12.109","TID":5,"PID":2,"M":47,"S":5,"PLID":429644,"PLUUID":"1i9mqbswolg91evnmsrf5katx","PN":"Tete Morente","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":0,"X":27.6,"Y":-0.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 23:09:16.597] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":445,"TS":"2025-08-23T18:39:11.735","TID":1,"PID":2,"M":47,"S":4,"PLID":494779,"PLUUID":"biuovem90utcyzda58nixtaay","PN":"A. Gr\u00f8nb\u00e6k","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":77.5,"Y":101.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["65.0"]},{"I":141,"V":["89.7"]},{"I":212,"V":["15.41902"]},{"I":213,"V":["3.69408"]},{"I":318,"V":["0.00011296"]}]}}}
[2025-08-23 23:09:18.060] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":446,"TS":"2025-08-23T18:39:16.203","TID":1,"PID":2,"M":47,"S":9,"PLID":588118,"PLUUID":"7xdhy2xi9mrhzjn6aiatd9ono","PN":"P. Masini","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":61.3,"Y":78.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["47.1"]},{"I":141,"V":["65.5"]},{"I":212,"V":["17.23046"]},{"I":213,"V":["3.666584"]},{"I":318,"V":["0.00008472"]}]}}}
[2025-08-23 23:09:20.235] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":447,"TS":"2025-08-23T18:39:17.688","TID":1,"PID":2,"M":47,"S":10,"PLID":431026,"PLUUID":"7ojvhhfvbtbn60sc50y4l2ctm","PN":"J. V\u00e1squez","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":47.8,"Y":58.8,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["41.0"]},{"I":141,"V":["38.6"]},{"I":212,"V":["15.48087"]},{"I":213,"V":["4.233026"]},{"I":318,"V":["0.00003333"]}]}}}
[2025-08-23 23:09:21.825] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":448,"TS":"2025-08-23T18:39:19.859","TID":1,"PID":2,"M":47,"S":12,"PLID":624931,"PLUUID":"1lxfpn0wmr895me9xbzcfnh90","PN":"A. Marcandalli","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":40.4,"Y":33.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["40.6"]},{"I":141,"V":["17.7"]},{"I":212,"V":["11.018"]},{"I":213,"V":["4.73145"]},{"I":318,"V":["0.00001613"]}]}}}
[2025-08-23 23:09:23.635] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":449,"TS":"2025-08-23T18:39:21.500","TID":1,"PID":2,"M":47,"S":14,"PLID":496181,"PLUUID":"bj9f6t8o0nji79rbaxrsioep6","PN":"B. Norton-Cuffy","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":40.9,"Y":16.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["53.2"]},{"I":141,"V":["2.6"]},{"I":212,"V":["15.84518"]},{"I":213,"V":["5.665247"]},{"I":318,"V":["0.00003554"]}]}}}
[2025-08-23 23:09:27.440] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":450,"TS":"2025-08-23T18:39:23.312","TID":1,"PID":2,"M":47,"S":16,"PLID":556111,"PLUUID":"6vz9qzgtbh3iqzv73xw2xaiok","PN":"V. Carboni","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":52.6,"Y":2.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["66.1"]},{"I":141,"V":["5.5"]},{"I":212,"V":["14.28483"]},{"I":213,"V":["0.1240858"]},{"I":318,"V":["0.00015333"]}]}}}
[2025-08-23 23:09:29.626] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":383,"TS":"2025-08-23T18:38:00.588","TID":13,"PID":2,"M":45,"S":53,"PLID":633952,"PLUUID":"5vz3ahy53htjc8pk4wzvytzbo","PN":"F. Camarda","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":89.6,"Y":58.7,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":15,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":75,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["382"]},{"I":368,"V":["beu45ing7g83q73tw1d5m3s2v"]},{"I":102,"V":["11.9327731092437"]},{"I":103,"V":["8.33333333333333"]},{"I":321,"V":["0.0472"]},{"I":328,"V":["NULL"]},{"I":327,"V":["1"]},{"I":326,"V":["2"]},{"I":153,"V":["NULL"]},{"I":146,"V":["99.0144230769231"]},{"I":147,"V":["27.9722222222222"]},{"I":230,"V":["98.4951923076923"]},{"I":231,"V":["49.8194444444444"]}]}}}
