[2025-08-23 23:27:32.048] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-23 23:27:32.706] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-23 23:27:33.369] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"49e80e647ljijc5bz8tqc2l0"}}
[2025-08-24 00:27:27.205] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":553,"TS":"2025-08-23T19:57:24.635","TID":1,"PID":2,"M":62,"S":48,"PLID":219929,"PLUUID":"4sojot9t32l4a6fm3e39xkcfd","PN":"Rafa Mir","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":53.5,"Y":8.6,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["43.7"]},{"I":141,"V":["11.3"]},{"I":212,"V":["10.45251"]},{"I":213,"V":["2.965025"]},{"I":318,"V":["0.00002333"]}]}}}
[2025-08-24 00:27:30.601] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":554,"TS":"2025-08-23T19:57:26.955","TID":1,"PID":2,"M":62,"S":50,"PLID":440594,"PLUUID":"e1g4cho31825bw7apvh9xr0x6","PN":"\u00c1lvaro N\u00fa\u00f1ez","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":43.9,"Y":12.1,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["38.2"]},{"I":141,"V":["25.1"]},{"I":212,"V":["10.67548"]},{"I":213,"V":["2.165944"]},{"I":318,"V":["0.00001571"]}]}}}
[2025-08-24 00:27:35.239] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":555,"TS":"2025-08-23T19:57:30.282","TID":1,"PID":2,"M":62,"S":54,"PLID":437463,"PLUUID":"8nbnru9t2qxaotxw0hiaocdt5","PN":"V\u00edctor Chust","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":39.8,"Y":25.3,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["45.7"]},{"I":141,"V":["8.5"]},{"I":212,"V":["12.99561"]},{"I":213,"V":["5.209285"]},{"I":318,"V":["0.00002277"]}]}}}
[2025-08-24 00:27:36.481] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":556,"TS":"2025-08-23T19:57:34.875","TID":1,"PID":2,"M":62,"S":58,"PLID":440594,"PLUUID":"e1g4cho31825bw7apvh9xr0x6","PN":"\u00c1lvaro N\u00fa\u00f1ez","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":46.7,"Y":6.7,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["31.9"]},{"I":141,"V":["33.1"]},{"I":212,"V":["23.74376"]},{"I":213,"V":["2.284302"]},{"I":318,"V":["0.00001114"]}]}}}
[2025-08-24 00:27:42.626] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":557,"TS":"2025-08-23T19:57:36.972","TID":1,"PID":2,"M":63,"S":0,"PLID":442299,"PLUUID":"7o7vwlqxknci1fymzkn9hug6i","PN":"D. Affengruber","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":33.9,"Y":35.2,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["41.8"]},{"I":141,"V":["36.5"]},{"I":212,"V":["8.341971"]},{"I":213,"V":["0.1061695"]},{"I":318,"V":["0.00002493"]}]}}}
[2025-08-24 00:27:44.024] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":558,"TS":"2025-08-23T19:57:42.315","TID":1,"PID":2,"M":63,"S":6,"PLID":199250,"PLUUID":"90ga4jxu6ydpoliajft8w9y39","PN":"Aleix Febas","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":42.2,"Y":37.9,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["33.0"]},{"I":141,"V":["45.1"]},{"I":212,"V":["10.82989"]},{"I":213,"V":["2.672494"]},{"I":318,"V":["0.00001185"]}]}}}
[2025-08-24 00:27:47.248] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":559,"TS":"2025-08-23T19:57:43.803","TID":1,"PID":2,"M":63,"S":7,"PLID":442299,"PLUUID":"7o7vwlqxknci1fymzkn9hug6i","PN":"D. Affengruber","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":33.3,"Y":45.4,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["34.2"]},{"I":141,"V":["70.8"]},{"I":212,"V":["17.29783"]},{"I":213,"V":["1.516138"]},{"I":318,"V":["0.00001073"]}]}}}
[2025-08-24 00:27:49.831] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":560,"TS":"2025-08-23T19:57:47.19","TID":1,"PID":2,"M":63,"S":10,"PLID":91393,"PLUUID":"33r4ae8aivh27ho0ix9mnkedx","PN":"Pedro Bigas","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":34.9,"Y":69.9,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["29.6"]},{"I":141,"V":["52.2"]},{"I":212,"V":["13.26026"]},{"I":213,"V":["4.279302"]},{"I":318,"V":["0.00000692"]}]}}}
[2025-08-24 00:27:51.256] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":615,"TS":"2025-08-23T19:57:50.989","TID":49,"PID":2,"M":63,"S":14,"PLID":487992,"PLUUID":"7mvqysbmyf6uj3jny3qpqw2ga","PN":"M. Ruggeri","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":35.6,"Y":66.3,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[]}}}
[2025-08-24 00:27:51.273] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":561,"TS":"2025-08-23T19:57:49.482","TID":1,"PID":2,"M":63,"S":13,"PLID":98448,"PLUUID":"8rgy29sd9okehwq8bzyb3v0t1","PN":"M. Dituro","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":0,"X":29.7,"Y":52.2,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["64.9"]},{"I":141,"V":["34.6"]},{"I":212,"V":["38.84938"]},{"I":213,"V":["5.97003"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-24 00:27:53.060] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":616,"TS":"2025-08-23T19:57:51.120","TID":1,"PID":2,"M":63,"S":14,"PLID":487992,"PLUUID":"7mvqysbmyf6uj3jny3qpqw2ga","PN":"M. Ruggeri","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":35.6,"Y":66.3,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["36.4"]},{"I":141,"V":["53.9"]},{"I":212,"V":["8.473738"]},{"I":213,"V":["4.811682"]},{"I":318,"V":["0.00001458"]}]}}}
[2025-08-24 00:27:54.640] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":617,"TS":"2025-08-23T19:57:52.862","TID":1,"PID":2,"M":63,"S":16,"PLID":235093,"PLUUID":"1vyh50nfaq2kq5pmivpkc1psl","PN":"D. Hancko","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":36.4,"Y":53.9,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["34.2"]},{"I":141,"V":["42.4"]},{"I":212,"V":["8.154048"]},{"I":213,"V":["4.425161"]},{"I":318,"V":["0.00001138"]}]}}}
[2025-08-24 00:27:57.087] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":618,"TS":"2025-08-23T19:57:54.366","TID":1,"PID":2,"M":63,"S":18,"PLID":224919,"PLUUID":"6xulax65kp4aid70nk7g5jr2t","PN":"Robin Le Normand","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":34.2,"Y":42.4,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["46.9"]},{"I":141,"V":["43.4"]},{"I":212,"V":["13.35233"]},{"I":213,"V":["0.0509495"]},{"I":318,"V":["0.0000555"]}]}}}
[2025-08-24 00:27:57.903] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":619,"TS":"2025-08-23T19:57:56.702","TID":1,"PID":2,"M":63,"S":20,"PLID":488662,"PLUUID":"3ub05nnpt9o7s387z6oj8vf56","PN":"J. Cardoso","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":46.9,"Y":43.4,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["38.1"]},{"I":141,"V":["24.4"]},{"I":212,"V":["15.88408"]},{"I":213,"V":["4.091554"]},{"I":318,"V":["0.00002049"]}]}}}
[2025-08-24 00:28:00.461] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":562,"TS":"2025-08-23T19:58:00.187","TID":49,"PID":2,"M":63,"S":23,"PLID":578538,"PLUUID":"1filh68q6hdk921qkdo7rsvmc","PN":"Rodrigo Mendoza","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":63.7,"Y":81.2,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[]}}}
[2025-08-24 00:28:01.188] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":563,"TS":"2025-08-23T19:58:00.555","TID":3,"PID":2,"M":63,"S":24,"PLID":578538,"PLUUID":"1filh68q6hdk921qkdo7rsvmc","PN":"Rodrigo Mendoza","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":0,"X":63.7,"Y":81.5,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-24 00:28:01.629] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":620,"TS":"2025-08-23T19:58:00.750","TID":7,"PID":2,"M":63,"S":24,"PLID":192364,"PLUUID":"amxunh6enoc99r07cp7qt621h","PN":"Marcos Llorente","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":0,"X":37.1,"Y":7.9,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-24 00:28:01.832] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":564,"TS":"2025-08-23T19:58:01.563","TID":61,"PID":2,"M":63,"S":25,"PLID":578538,"PLUUID":"1filh68q6hdk921qkdo7rsvmc","PN":"Rodrigo Mendoza","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":64.8,"Y":90.2,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]}]}}}
[2025-08-24 00:28:02.656] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":565,"TS":"2025-08-23T19:58:02.283","TID":5,"PID":2,"M":63,"S":26,"PLID":578538,"PLUUID":"1filh68q6hdk921qkdo7rsvmc","PN":"Rodrigo Mendoza","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":0,"X":61.2,"Y":101.3,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-24 00:28:05.002] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":621,"TS":"2025-08-23T19:58:01.886","TID":5,"PID":2,"M":63,"S":25,"PLID":192364,"PLUUID":"amxunh6enoc99r07cp7qt621h","PN":"Marcos Llorente","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":40.1,"Y":-1.6,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-24 00:28:08.825] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":622,"TS":"2025-08-23T19:58:04.814","TID":1,"PID":2,"M":63,"S":28,"PLID":192364,"PLUUID":"amxunh6enoc99r07cp7qt621h","PN":"Marcos Llorente","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":40.1,"Y":-1.6,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["21.2"]},{"I":141,"V":["13.4"]},{"I":212,"V":["22.31287"]},{"I":213,"V":["2.666821"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00000103"]}]}}}
[2025-08-24 00:28:14.483] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":623,"TS":"2025-08-23T19:58:08.574","TID":1,"PID":2,"M":63,"S":32,"PLID":224919,"PLUUID":"6xulax65kp4aid70nk7g5jr2t","PN":"Robin Le Normand","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":16.2,"Y":10.7,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["7"]},{"I":141,"V":["40.6"]},{"I":212,"V":["22.51013"]},{"I":213,"V":["2.014337"]},{"I":318,"V":["0.00000036"]}]}}}
[2025-08-24 00:28:15.668] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":566,"TS":"2025-08-23T19:58:15.307","TID":61,"PID":2,"M":63,"S":39,"PLID":578538,"PLUUID":"1filh68q6hdk921qkdo7rsvmc","PN":"Rodrigo Mendoza","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":46.9,"Y":48.8,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-24 00:28:16.611] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":602,"TS":"2025-08-23T19:56:15.687","TID":15,"PID":2,"M":61,"S":39,"PLID":503523,"PLUUID":"9e7ybe0nsu3byq2tteey3zuy2","PN":"Pablo Barrios","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":78.4,"Y":43,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":233,"V":["548"]},{"I":372,"V":["dvna73rxwgtir3s6vr82queqv"]},{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["601"]},{"I":368,"V":["v4uyje0j0ec1hl4kk4dllzx9"]},{"I":102,"V":["50.5543598670676"]},{"I":103,"V":["19"]},{"I":215,"V":["NULL"]},{"I":321,"V":["0.0628"]},{"I":328,"V":["NULL"]},{"I":327,"V":["3"]},{"I":326,"V":["1"]},{"I":82,"V":["NULL"]},{"I":146,"V":["84.4759615384615"]},{"I":147,"V":["45.125"]},{"I":230,"V":["98.8846153846154"]},{"I":231,"V":["49.6388888888889"]}]}}}
[2025-08-24 00:28:21.631] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":624,"TS":"2025-08-23T19:58:14.126","TID":1,"PID":2,"M":63,"S":37,"PLID":81352,"PLUUID":"2yt9oajv9dkbju8tgy1g2nmqd","PN":"J. Oblak","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":15,"Y":44.5,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["48"]},{"I":141,"V":["61.7"]},{"I":212,"V":["36.57074"]},{"I":213,"V":["0.3255379"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00005991"]}]}}}
[2025-08-24 00:28:22.104] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":625,"TS":"2025-08-23T19:58:21.407","TID":3,"PID":2,"M":63,"S":45,"PLID":503523,"PLUUID":"9e7ybe0nsu3byq2tteey3zuy2","PN":"Pablo Barrios","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":0,"X":73.9,"Y":46.9,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-24 00:28:22.421] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":626,"TS":"2025-08-23T19:58:22.235","TID":61,"PID":2,"M":63,"S":46,"PLID":503523,"PLUUID":"9e7ybe0nsu3byq2tteey3zuy2","PN":"Pablo Barrios","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":73.9,"Y":46.9,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]}]}}}
[2025-08-24 00:28:23.044] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":567,"TS":"2025-08-23T19:58:22.352","TID":7,"PID":2,"M":63,"S":46,"PLID":91393,"PLUUID":"33r4ae8aivh27ho0ix9mnkedx","PN":"Pedro Bigas","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":0,"X":26.2,"Y":59,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-24 00:28:25.833] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":568,"TS":"2025-08-23T19:58:24.362","TID":49,"PID":2,"M":63,"S":48,"PLID":467020,"PLUUID":"5mgmcero3ui4a24v1w1upx3sa","PN":"Germ\u00e1n Valera","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":31.1,"Y":72.8,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[]}}}
[2025-08-24 00:28:30.665] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":569,"TS":"2025-08-23T19:58:29.131","TID":1,"PID":2,"M":63,"S":52,"PLID":467020,"PLUUID":"5mgmcero3ui4a24v1w1upx3sa","PN":"Germ\u00e1n Valera","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":38.6,"Y":32.6,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["34.5"]},{"I":141,"V":["13.7"]},{"I":212,"V":["13.55385"]},{"I":213,"V":["4.389169"]},{"I":318,"V":["0.0000081"]}]}}}
[2025-08-24 00:28:32.053] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":570,"TS":"2025-08-23T19:58:30.426","TID":1,"PID":2,"M":63,"S":54,"PLID":440594,"PLUUID":"e1g4cho31825bw7apvh9xr0x6","PN":"\u00c1lvaro N\u00fa\u00f1ez","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":36.3,"Y":14,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["38.3"]},{"I":141,"V":["21.7"]},{"I":212,"V":["5.641427"]},{"I":213,"V":["1.189368"]},{"I":318,"V":["0.00001162"]}]}}}
[2025-08-24 00:28:33.045] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":571,"TS":"2025-08-23T19:58:31.818","TID":1,"PID":2,"M":63,"S":55,"PLID":467020,"PLUUID":"5mgmcero3ui4a24v1w1upx3sa","PN":"Germ\u00e1n Valera","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":38.3,"Y":21.7,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["33.1"]},{"I":141,"V":["22.3"]},{"I":212,"V":["5.475223"]},{"I":213,"V":["3.067006"]},{"I":318,"V":["0.00000705"]}]}}}
[2025-08-24 00:28:36.846] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":572,"TS":"2025-08-23T19:58:32.763","TID":1,"PID":2,"M":63,"S":56,"PLID":440594,"PLUUID":"e1g4cho31825bw7apvh9xr0x6","PN":"\u00c1lvaro N\u00fa\u00f1ez","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":32.8,"Y":23.6,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["40.9"]},{"I":141,"V":["35.6"]},{"I":212,"V":["11.78646"]},{"I":213,"V":["0.764699"]},{"I":318,"V":["0.00002215"]}]}}}
[2025-08-24 00:28:38.667] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":573,"TS":"2025-08-23T19:58:36.507","TID":1,"PID":2,"M":64,"S":0,"PLID":484741,"PLUUID":"z0qe6u5fvgrjy0jzk1qhbgq2","PN":"Marc Aguado","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":47.4,"Y":34,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["62.7"]},{"I":141,"V":["7.6"]},{"I":212,"V":["24.09063"]},{"I":213,"V":["5.442372"]},{"I":318,"V":["0.00018224"]}]}}}
[2025-08-24 00:28:40.640] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":574,"TS":"2025-08-23T19:58:38.395","TID":1,"PID":2,"M":64,"S":2,"PLID":219929,"PLUUID":"4sojot9t32l4a6fm3e39xkcfd","PN":"Rafa Mir","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":62.7,"Y":7.4,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["54.4"]},{"I":141,"V":["5.6"]},{"I":212,"V":["8.800534"]},{"I":213,"V":["3.281127"]},{"I":318,"V":["0.00006445"]}]}}}
[2025-08-24 00:28:41.270] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":575,"TS":"2025-08-23T19:58:40.299","TID":1,"PID":2,"M":64,"S":4,"PLID":467020,"PLUUID":"5mgmcero3ui4a24v1w1upx3sa","PN":"Germ\u00e1n Valera","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":54.4,"Y":5.6,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["46.6"]},{"I":141,"V":["11.9"]},{"I":212,"V":["9.242767"]},{"I":213,"V":["2.659654"]},{"I":318,"V":["0.00003157"]}]}}}
[2025-08-24 00:28:44.464] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":576,"TS":"2025-08-23T19:58:40.987","TID":1,"PID":2,"M":64,"S":4,"PLID":484741,"PLUUID":"z0qe6u5fvgrjy0jzk1qhbgq2","PN":"Marc Aguado","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":46.6,"Y":11.9,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["50.4"]},{"I":141,"V":["5.6"]},{"I":212,"V":["5.854294"]},{"I":213,"V":["5.462269"]},{"I":318,"V":["0.00003113"]}]}}}
