[2025-08-23 19:12:49.289] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-23 19:12:49.948] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-23 19:12:50.600] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"cvxiwe1m7tpfeel02s60xym8k"}}
[2025-08-23 19:29:12.218] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":223,"TS":"2025-08-23T14:59:03.906","TID":16,"PID":1,"M":28,"S":33,"PLID":584651,"PLUUID":"f46s4bfeipn0k33s0brsu4yl0","PN":"L\u00e9o Scienza","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":77.7,"Y":65,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":26,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":321,"V":["0.0819"]},{"I":327,"V":["2"]},{"I":326,"V":["1"]},{"I":374,"V":["2025-08-23 14:59:02.374"]},{"I":461,"V":["2025-08-23 13:59:02.374"]},{"I":375,"V":["28:31.647"]}]}}}
[2025-08-23 19:29:42.518] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":223,"TS":"2025-08-23T14:59:03.906","TID":16,"PID":1,"M":28,"S":33,"PLID":584651,"PLUUID":"f46s4bfeipn0k33s0brsu4yl0","PN":"L\u00e9o Scienza","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":77.7,"Y":65,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":26,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":122,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":81,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":102,"V":["46.0"]},{"I":103,"V":["24.0506329113924"]},{"I":321,"V":["0.0819"]},{"I":327,"V":["3"]},{"I":326,"V":["1"]},{"I":458,"V":["NULL"]},{"I":230,"V":["0.725961538461538"]},{"I":231,"V":["49.0972222222222"]},{"I":138,"V":["NULL"]},{"I":273,"V":["NULL"]},{"I":322,"V":["0.5949"]},{"I":374,"V":["2025-08-23 14:59:02.374"]},{"I":461,"V":["2025-08-23 13:59:02.374"]},{"I":375,"V":["28:31.647"]}]}}}
[2025-08-23 19:29:50.316] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":219,"TS":"2025-08-23T14:59:50.133","TID":61,"PID":1,"M":29,"S":19,"PLID":229046,"PLUUID":"3hd9nxdb54zn4fhbf7qa7x0q1","PN":"L. Majer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":0,"X":48.9,"Y":31.5,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-23 19:29:55.207] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":223,"TS":"2025-08-23T14:59:08.906","TID":16,"PID":1,"M":28,"S":38,"PLID":584651,"PLUUID":"f46s4bfeipn0k33s0brsu4yl0","PN":"L\u00e9o Scienza","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":77.7,"Y":65,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":26,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":122,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":81,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":102,"V":["46.0"]},{"I":103,"V":["24.0506329113924"]},{"I":321,"V":["0.0819"]},{"I":327,"V":["3"]},{"I":326,"V":["1"]},{"I":458,"V":["NULL"]},{"I":230,"V":["0.725961538461538"]},{"I":231,"V":["49.0972222222222"]},{"I":138,"V":["NULL"]},{"I":273,"V":["NULL"]},{"I":322,"V":["0.5949"]},{"I":374,"V":["2025-08-23 14:59:07.374"]},{"I":461,"V":["2025-08-23 13:59:07.374"]},{"I":375,"V":["28:36.647"]}]}}}
[2025-08-23 19:30:07.793] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":220,"TS":"2025-08-23T15:00:05.429","TID":1,"PID":1,"M":29,"S":34,"PLID":522019,"PLUUID":"8ri0md3tr27a1bn10xmfkgsus","PN":"D. Pej\u010dinovi\u0107","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":49.7,"Y":50.4,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["36.4"]},{"I":141,"V":["51"]},{"I":212,"V":["13.97096"]},{"I":213,"V":["3.112385"]},{"I":279,"V":["G"]},{"I":318,"V":["0.00002866"]}]}}}
[2025-08-23 19:30:08.990] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":221,"TS":"2025-08-23T15:00:07.429","TID":1,"PID":1,"M":29,"S":36,"PLID":424001,"PLUUID":"adi6l78sdvet408eho4fi4xk9","PN":"Vinicius Souza","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":36.2,"Y":49.3,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["32.8"]},{"I":141,"V":["31.2"]},{"I":212,"V":["12.81529"]},{"I":213,"V":["4.43008"]},{"I":318,"V":["0.00001156"]}]}}}
[2025-08-23 19:30:09.586] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":222,"TS":"2025-08-23T15:00:08.629","TID":1,"PID":1,"M":29,"S":37,"PLID":214641,"PLUUID":"bm5w5xsbbflm26pdhmejwgvs9","PN":"M. Jenz","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":0,"X":34.4,"Y":31.3,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["76.1"]},{"I":141,"V":["6.9"]},{"I":212,"V":["46.82329"]},{"I":213,"V":["5.920963"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-23 19:30:09.992] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":224,"TS":"2025-08-23T15:00:09.699","TID":8,"PID":1,"M":29,"S":38,"PLID":241234,"PLUUID":"2o570lgb5c364c395zp1ccqqy","PN":"T. Siersleben","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":26.5,"Y":93.5,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-23 19:30:13.022] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":223,"TS":"2025-08-23T15:00:12.821","TID":86,"PID":1,"M":29,"S":42,"PLID":229046,"PLUUID":"3hd9nxdb54zn4fhbf7qa7x0q1","PN":"L. Majer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":36.5,"Y":6.1,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[]}}}
[2025-08-23 19:30:15.853] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":225,"TS":"2025-08-23T15:00:15.603","TID":86,"PID":1,"M":29,"S":44,"PLID":584651,"PLUUID":"f46s4bfeipn0k33s0brsu4yl0","PN":"L\u00e9o Scienza","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":58.8,"Y":92.4,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[]}}}
[2025-08-23 19:30:25.810] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":224,"TS":"2025-08-23T15:00:23.861","TID":1,"PID":1,"M":29,"S":53,"PLID":109219,"PLUUID":"acxwc7xxrtyssiy390t859kgl","PN":"M. Arnold","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":39.3,"Y":11.2,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":5,"V":["NULL"]},{"I":152,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["33.5"]},{"I":141,"V":["20.2"]},{"I":212,"V":["8.6338"]},{"I":213,"V":["2.353738"]},{"I":318,"V":["0.00000951"]}]}}}
[2025-08-23 19:30:26.612] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":225,"TS":"2025-08-23T15:00:25.461","TID":1,"PID":1,"M":29,"S":54,"PLID":214641,"PLUUID":"bm5w5xsbbflm26pdhmejwgvs9","PN":"M. Jenz","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":0,"X":38.7,"Y":29.7,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["33.4"]},{"I":141,"V":["48.3"]},{"I":212,"V":["13.81814"]},{"I":213,"V":["1.985295"]}]}}}
[2025-08-23 19:30:27.253] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":223,"TS":"2025-08-23T14:59:08.906","TID":16,"PID":1,"M":28,"S":38,"PLID":584651,"PLUUID":"f46s4bfeipn0k33s0brsu4yl0","PN":"L\u00e9o Scienza","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":77.7,"Y":65,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":26,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":122,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":81,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":102,"V":["46.4"]},{"I":103,"V":["23.4177215189873"]},{"I":321,"V":["0.0819"]},{"I":327,"V":["3"]},{"I":326,"V":["1"]},{"I":458,"V":["NULL"]},{"I":230,"V":["0.725961538461538"]},{"I":231,"V":["49.0972222222222"]},{"I":138,"V":["NULL"]},{"I":273,"V":["NULL"]},{"I":322,"V":["0.4792"]},{"I":374,"V":["2025-08-23 14:59:07.374"]},{"I":461,"V":["2025-08-23 13:59:07.374"]},{"I":375,"V":["28:36.647"]}]}}}
[2025-08-23 19:30:28.476] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":226,"TS":"2025-08-23T15:00:28.211","TID":49,"PID":1,"M":29,"S":57,"PLID":196243,"PLUUID":"6hotzhpidcjljm3u0ud1uqsid","PN":"B. Zivzivadze","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":69.7,"Y":50.8,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[]}}}
[2025-08-23 19:30:29.411] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":227,"TS":"2025-08-23T15:00:28.611","TID":39,"PID":1,"M":29,"S":57,"PLID":196243,"PLUUID":"6hotzhpidcjljm3u0ud1uqsid","PN":"B. Zivzivadze","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":69.9,"Y":50.6,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":249,"V":["NULL"]}]}}}
[2025-08-23 19:30:29.822] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":226,"TS":"2025-08-23T15:00:29.589","TID":63,"PID":1,"M":29,"S":58,"PLID":232904,"PLUUID":"a79ojcztkvgui9sw4zbkmvr3d","PN":"K. Grabara","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":0,"X":13.7,"Y":45.9,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":173,"V":["NULL"]},{"I":178,"V":["NULL"]},{"I":182,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-23 19:30:31.244] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":227,"TS":"2025-08-23T15:00:31.29","TID":52,"PID":1,"M":30,"S":0,"PLID":232904,"PLUUID":"a79ojcztkvgui9sw4zbkmvr3d","PN":"K. Grabara","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":0,"X":11.9,"Y":38.8,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[]}}}
[2025-08-23 19:30:37.422] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":228,"TS":"2025-08-23T15:00:36.373","TID":1,"PID":1,"M":30,"S":5,"PLID":232904,"PLUUID":"a79ojcztkvgui9sw4zbkmvr3d","PN":"K. Grabara","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":14.3,"Y":46.3,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":123,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["31.1"]},{"I":141,"V":["92.2"]},{"I":212,"V":["35.8519"]},{"I":213,"V":["1.056383"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00000523"]}]}}}
[2025-08-23 19:30:43.688] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":229,"TS":"2025-08-23T15:00:41.188","TID":1,"PID":1,"M":30,"S":10,"PLID":522015,"PLUUID":"diyzb2gwf1zkvqyjc63085eui","PN":"A. Zehnter","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":39.8,"Y":87.6,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["30.9"]},{"I":141,"V":["68.5"]},{"I":212,"V":["16.00054"]},{"I":213,"V":["4.088688"]},{"I":318,"V":["0.0000095"]}]}}}
[2025-08-23 19:30:46.460] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":230,"TS":"2025-08-23T15:00:43.396","TID":1,"PID":1,"M":30,"S":12,"PLID":570164,"PLUUID":"5d3stmq3pgka4qhdfoff35t9m","PN":"K. Koulierakis","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":30.4,"Y":66.3,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["29.4"]},{"I":141,"V":["37.2"]},{"I":212,"V":["19.81584"]},{"I":213,"V":["4.659376"]},{"I":318,"V":["0.00000814"]}]}}}
[2025-08-23 19:30:46.655] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":226,"TS":"2025-08-23T15:00:29.589","TID":10,"PID":1,"M":29,"S":58,"PLID":232904,"PLUUID":"a79ojcztkvgui9sw4zbkmvr3d","PN":"K. Grabara","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":13.7,"Y":45.9,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":173,"V":["NULL"]},{"I":179,"V":["NULL"]},{"I":182,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-23 19:30:50.859] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":231,"TS":"2025-08-23T15:00:47.141","TID":1,"PID":1,"M":30,"S":16,"PLID":214641,"PLUUID":"bm5w5xsbbflm26pdhmejwgvs9","PN":"M. Jenz","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":29.9,"Y":37.5,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["33.5"]},{"I":141,"V":["13.8"]},{"I":212,"V":["16.55336"]},{"I":213,"V":["4.942774"]},{"I":318,"V":["0.00000796"]}]}}}
[2025-08-23 19:30:53.281] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":227,"TS":"2025-08-23T15:00:28.611","TID":15,"PID":1,"M":29,"S":57,"PLID":196243,"PLUUID":"6hotzhpidcjljm3u0ud1uqsid","PN":"B. Zivzivadze","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":69.9,"Y":50.6,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":321,"V":["0.0235"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]}]}}}
[2025-08-23 19:30:55.283] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":232,"TS":"2025-08-23T15:00:53.845","TID":1,"PID":1,"M":30,"S":23,"PLID":109219,"PLUUID":"acxwc7xxrtyssiy390t859kgl","PN":"M. Arnold","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":31.5,"Y":28.6,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["27.1"]},{"I":141,"V":["72.4"]},{"I":212,"V":["30.14019"]},{"I":213,"V":["1.724687"]},{"I":318,"V":["0.00000671"]}]}}}
[2025-08-23 19:30:57.080] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":227,"TS":"2025-08-23T15:00:28.611","TID":15,"PID":1,"M":29,"S":57,"PLID":196243,"PLUUID":"6hotzhpidcjljm3u0ud1uqsid","PN":"B. Zivzivadze","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":69.9,"Y":50.6,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":102,"V":["50.3"]},{"I":103,"V":["5.0632911392405"]},{"I":215,"V":["NULL"]},{"I":321,"V":["0.0235"]},{"I":328,"V":["NULL"]},{"I":327,"V":["2"]},{"I":326,"V":["1"]},{"I":458,"V":["NULL"]},{"I":146,"V":["91.4"]},{"I":147,"V":["50.2"]},{"I":322,"V":["0.021"]}]}}}
[2025-08-23 19:30:57.322] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":227,"TS":"2025-08-23T15:00:28.611","TID":15,"PID":1,"M":29,"S":57,"PLID":196243,"PLUUID":"6hotzhpidcjljm3u0ud1uqsid","PN":"B. Zivzivadze","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":69.9,"Y":50.6,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":233,"V":["226"]},{"I":372,"V":["735nj62kftcyzdfu0abzjiq0d"]},{"I":22,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":102,"V":["50.3"]},{"I":103,"V":["5.0632911392405"]},{"I":215,"V":["NULL"]},{"I":321,"V":["0.0235"]},{"I":328,"V":["NULL"]},{"I":327,"V":["2"]},{"I":326,"V":["1"]},{"I":458,"V":["NULL"]},{"I":146,"V":["91.4"]},{"I":147,"V":["50.2"]},{"I":322,"V":["0.021"]}]}}}
[2025-08-23 19:30:57.459] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":226,"TS":"2025-08-23T15:00:28.711","TID":10,"PID":1,"M":29,"S":57,"PLID":232904,"PLUUID":"a79ojcztkvgui9sw4zbkmvr3d","PN":"K. Grabara","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":13.7,"Y":45.9,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":173,"V":["NULL"]},{"I":179,"V":["NULL"]},{"I":182,"V":["NULL"]},{"I":233,"V":["227"]},{"I":372,"V":["3xdedpr5343jpcas64rkhx16f"]},{"I":56,"V":["Back"]}]}}}
[2025-08-23 19:30:58.066] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":233,"TS":"2025-08-23T15:00:54.997","TID":1,"PID":1,"M":30,"S":24,"PLID":570164,"PLUUID":"5d3stmq3pgka4qhdfoff35t9m","PN":"K. Koulierakis","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":27.2,"Y":72.7,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["33.6"]},{"I":141,"V":["96.7"]},{"I":212,"V":["17.64939"]},{"I":213,"V":["1.180189"]},{"I":318,"V":["0.00000548"]}]}}}
[2025-08-23 19:31:03.890] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":234,"TS":"2025-08-23T15:01:00.277","TID":1,"PID":1,"M":30,"S":29,"PLID":522015,"PLUUID":"diyzb2gwf1zkvqyjc63085eui","PN":"A. Zehnter","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":31.6,"Y":98.1,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["9.3"]},{"I":141,"V":["80.1"]},{"I":212,"V":["26.4212"]},{"I":213,"V":["3.623268"]},{"I":318,"V":["0.00000065"]}]}}}
[2025-08-23 19:31:05.930] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":235,"TS":"2025-08-23T15:01:03.525","TID":1,"PID":1,"M":30,"S":32,"PLID":570164,"PLUUID":"5d3stmq3pgka4qhdfoff35t9m","PN":"K. Koulierakis","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":7.3,"Y":77.8,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["3.1"]},{"I":141,"V":["57.7"]},{"I":212,"V":["14.36184"]},{"I":213,"V":["4.400283"]},{"I":318,"V":["0.00000022"]}]}}}
[2025-08-23 19:31:09.699] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":236,"TS":"2025-08-23T15:01:05.589","TID":1,"PID":1,"M":30,"S":34,"PLID":232904,"PLUUID":"a79ojcztkvgui9sw4zbkmvr3d","PN":"K. Grabara","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":0,"X":4.4,"Y":51.1,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["54.3"]},{"I":141,"V":["36.9"]},{"I":212,"V":["53.27734"]},{"I":213,"V":["6.100938"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-23 19:31:11.537] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":228,"TS":"2025-08-23T15:01:09.876","TID":1,"PID":1,"M":30,"S":39,"PLID":180161,"PLUUID":"2hrvu72syd3vyic6ylygxbyl1","PN":"B. Gimber","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":43.6,"Y":62.4,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["67.9"]},{"I":141,"V":["70.5"]},{"I":212,"V":["26.10275"]},{"I":213,"V":["0.2126105"]},{"I":318,"V":["0.00194522"]}]}}}
[2025-08-23 19:31:11.707] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":229,"TS":"2025-08-23T15:01:11.283","TID":49,"PID":1,"M":30,"S":40,"PLID":505201,"PLUUID":"5bnq6c53ofgo9msqn3vlobpm2","PN":"A. Ibrahimovi\u0107","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":67.7,"Y":70.2,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[]}}}
[2025-08-23 19:31:15.502] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":226,"TS":"2025-08-23T15:00:28.711","TID":10,"PID":1,"M":29,"S":57,"PLID":232904,"PLUUID":"a79ojcztkvgui9sw4zbkmvr3d","PN":"K. Grabara","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":14.2,"Y":49,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":173,"V":["NULL"]},{"I":179,"V":["NULL"]},{"I":182,"V":["NULL"]},{"I":233,"V":["227"]},{"I":372,"V":["3xdedpr5343jpcas64rkhx16f"]},{"I":56,"V":["Back"]}]}}}
[2025-08-23 19:31:16.328] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":227,"TS":"2025-08-23T15:00:28.611","TID":15,"PID":1,"M":29,"S":57,"PLID":196243,"PLUUID":"6hotzhpidcjljm3u0ud1uqsid","PN":"B. Zivzivadze","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":69.9,"Y":50.6,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":233,"V":["226"]},{"I":372,"V":["735nj62kftcyzdfu0abzjiq0d"]},{"I":22,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":102,"V":["50.3"]},{"I":103,"V":["5.0632911392405"]},{"I":215,"V":["NULL"]},{"I":321,"V":["0.0235"]},{"I":328,"V":["NULL"]},{"I":327,"V":["2"]},{"I":326,"V":["1"]},{"I":458,"V":["NULL"]},{"I":146,"V":["85.4"]},{"I":147,"V":["50.2"]},{"I":322,"V":["0.021"]}]}}}
