[2025-08-17 21:01:28.187] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-17 21:01:28.910] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-17 21:01:29.626] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"74h5os2atpg4gkrdbrss9gefo"}}
[2025-08-17 22:16:08.265] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":602,"TS":"2025-08-17T17:46:08.433","TID":1,"PID":2,"M":71,"S":44,"PLID":422480,"PLUUID":"996i59930r3kd4xk48x9fsp2h","PN":"M. Talbi","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":66.7,"Y":74.3,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["66.7"]},{"I":141,"V":["74.3"]},{"I":212,"V":["0"]},{"I":213,"V":["0"]},{"I":318,"V":["0.00071741"]}]}}}
[2025-08-17 22:16:08.854] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":556,"TS":"2025-08-17T17:46:09.296","TID":63,"PID":2,"M":71,"S":45,"PLID":103116,"PLUUID":"cglp4k40r1t672m7j0eb5ktsl","PN":"D. L\u00e9on","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":0,"X":6.9,"Y":36.2,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":173,"V":["NULL"]},{"I":178,"V":["NULL"]},{"I":182,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-17 22:16:10.657] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":556,"TS":"2025-08-17T17:46:09.296","TID":10,"PID":2,"M":71,"S":45,"PLID":103116,"PLUUID":"cglp4k40r1t672m7j0eb5ktsl","PN":"D. L\u00e9on","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":6.9,"Y":36.2,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":173,"V":["NULL"]},{"I":389,"V":["NULL"]},{"I":182,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-17 22:16:11.658] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":557,"TS":"2025-08-17T17:46:12.11","TID":6,"PID":2,"M":71,"S":48,"PLID":103116,"PLUUID":"cglp4k40r1t672m7j0eb5ktsl","PN":"D. L\u00e9on","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":0,"X":-1.3,"Y":21.8,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":73,"V":["NULL"]}]}}}
[2025-08-17 22:16:11.864] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":603,"TS":"2025-08-17T17:46:11.473","TID":39,"PID":2,"M":71,"S":47,"PLID":532104,"PLUUID":"a67xx4g0dvxgvnqn86taup9ii","PN":"S. Soumano","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":94,"Y":68.9,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":64,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":249,"V":["NULL"]}]}}}
[2025-08-17 22:16:12.266] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":604,"TS":"2025-08-17T17:46:12.833","TID":85,"PID":2,"M":71,"S":49,"PLID":532104,"PLUUID":"a67xx4g0dvxgvnqn86taup9ii","PN":"S. Soumano","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":94,"Y":68.9,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[]}}}
[2025-08-17 22:16:16.431] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":603,"TS":"2025-08-17T17:46:11.473","TID":15,"PID":2,"M":71,"S":47,"PLID":532104,"PLUUID":"a67xx4g0dvxgvnqn86taup9ii","PN":"S. Soumano","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":94,"Y":68.9,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":64,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":321,"V":["0.0557"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]}]}}}
[2025-08-17 22:16:19.287] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":603,"TS":"2025-08-17T17:46:11.473","TID":15,"PID":2,"M":71,"S":47,"PLID":532104,"PLUUID":"a67xx4g0dvxgvnqn86taup9ii","PN":"S. Soumano","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":94,"Y":68.9,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":64,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["602"]},{"I":368,"V":["674mlqbfvcnicn8xxteum7x1h"]},{"I":102,"V":["50.9549274255157"]},{"I":103,"V":["0.632911392405063"]},{"I":321,"V":["0.0551"]},{"I":327,"V":["2"]},{"I":326,"V":["3"]},{"I":146,"V":["97.1971153846154"]},{"I":147,"V":["60.6527777777778"]},{"I":322,"V":["0.0459"]}]}}}
[2025-08-17 22:16:19.676] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":603,"TS":"2025-08-17T17:46:09.196","TID":15,"PID":2,"M":71,"S":45,"PLID":532104,"PLUUID":"a67xx4g0dvxgvnqn86taup9ii","PN":"S. Soumano","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":94,"Y":68.9,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":233,"V":["556"]},{"I":372,"V":["4659hmyr2yszg7b3qfvi4ukx"]},{"I":22,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":64,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["602"]},{"I":368,"V":["674mlqbfvcnicn8xxteum7x1h"]},{"I":102,"V":["50.9549274255157"]},{"I":103,"V":["0.632911392405063"]},{"I":321,"V":["0.0551"]},{"I":327,"V":["2"]},{"I":326,"V":["3"]},{"I":146,"V":["97.1971153846154"]},{"I":147,"V":["60.6527777777778"]},{"I":322,"V":["0.0459"]}]}}}
[2025-08-17 22:16:19.876] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":556,"TS":"2025-08-17T17:46:09.296","TID":10,"PID":2,"M":71,"S":45,"PLID":103116,"PLUUID":"cglp4k40r1t672m7j0eb5ktsl","PN":"D. L\u00e9on","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":6.9,"Y":36.2,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":173,"V":["NULL"]},{"I":389,"V":["NULL"]},{"I":182,"V":["NULL"]},{"I":233,"V":["603"]},{"I":372,"V":["8dd3x5os057latdg3s3wj8ib9"]},{"I":56,"V":["Back"]}]}}}
[2025-08-17 22:16:30.359] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":558,"TS":"2025-08-17T17:46:30.779","TID":45,"PID":2,"M":72,"S":7,"PLID":199056,"PLUUID":"bty8qu3hdcfdb3mlr9i70qga1","PN":"G. Osho","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":0,"X":26.4,"Y":31.9,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 22:16:34.589] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":605,"TS":"2025-08-17T17:46:34.626","TID":1,"PID":2,"M":72,"S":11,"PLID":606371,"PLUUID":"5wsz3usdkj01snq28pzpiwb2s","PN":"A. Avom","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":99.5,"Y":99.5,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":2,"V":["NULL"]},{"I":6,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":223,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["99.5"]},{"I":141,"V":["99.5"]},{"I":212,"V":["0"]},{"I":213,"V":["0"]},{"I":318,"V":["0.00052919"]}]}}}
[2025-08-17 22:16:36.771] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":559,"TS":"2025-08-17T17:46:37.264","TID":61,"PID":2,"M":72,"S":13,"PLID":612855,"PLUUID":"3r9qvhedhr1o6zm6c5l4alkpg","PN":"I. Osman","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":11.3,"Y":37.6,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-17 22:16:39.370] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":560,"TS":"2025-08-17T17:46:38.275","TID":12,"PID":2,"M":72,"S":14,"PLID":612855,"PLUUID":"3r9qvhedhr1o6zm6c5l4alkpg","PN":"I. Osman","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":13.9,"Y":41.9,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["24.2"]},{"I":141,"V":["52.5"]},{"I":212,"V":["12.9969"]},{"I":213,"V":["0.5878746"]}]}}}
[2025-08-17 22:16:40.088] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":606,"TS":"2025-08-17T17:46:40.578","TID":61,"PID":2,"M":72,"S":17,"PLID":624764,"PLUUID":"avcz4wr4wem1s9vz3y5hl5fdg","PN":"P. Katseris","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":0,"X":83.7,"Y":61.7,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]}]}}}
[2025-08-17 22:16:41.607] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":561,"TS":"2025-08-17T17:46:41.580","TID":3,"PID":2,"M":72,"S":18,"PLID":545272,"PLUUID":"4sjs5ktvkun9g96w6h5a39puc","PN":"K. Danois","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":24.5,"Y":53.9,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 22:16:49.201] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":607,"TS":"2025-08-17T17:46:47.762","TID":1,"PID":2,"M":72,"S":24,"PLID":544821,"PLUUID":"6m85ntwegbkk9zkodmxka76dw","PN":"D. Karim","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":41.7,"Y":27.2,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["20.2"]},{"I":141,"V":["51.6"]},{"I":212,"V":["28.01651"]},{"I":213,"V":["2.507779"]},{"I":318,"V":["0.00000369"]}]}}}
[2025-08-17 22:16:49.983] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":608,"TS":"2025-08-17T17:46:49.698","TID":1,"PID":2,"M":72,"S":26,"PLID":194188,"PLUUID":"a065rtv2lfh0rso33dfuah4ut","PN":"B. Kamara","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":20.2,"Y":51.6,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["29.6"]},{"I":141,"V":["67.8"]},{"I":212,"V":["14.79085"]},{"I":213,"V":["0.8402125"]},{"I":318,"V":["0.00000504"]}]}}}
[2025-08-17 22:16:50.592] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":609,"TS":"2025-08-17T17:46:50.418","TID":1,"PID":2,"M":72,"S":26,"PLID":107258,"PLUUID":"3hiehiu25aufrc0q9890haqc5","PN":"L. Abergel","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":29.6,"Y":67.8,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["25.1"]},{"I":141,"V":["50.3"]},{"I":212,"V":["12.80373"]},{"I":213,"V":["4.334421"]},{"I":318,"V":["0.00000388"]}]}}}
[2025-08-17 22:16:52.399] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":610,"TS":"2025-08-17T17:46:51.106","TID":1,"PID":2,"M":72,"S":27,"PLID":194188,"PLUUID":"a065rtv2lfh0rso33dfuah4ut","PN":"B. Kamara","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":25.1,"Y":50.3,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["27.3"]},{"I":141,"V":["31.6"]},{"I":212,"V":["12.92412"]},{"I":213,"V":["4.89209"]},{"I":318,"V":["0.00000413"]}]}}}
[2025-08-17 22:17:04.032] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":611,"TS":"2025-08-17T17:46:52.931","TID":1,"PID":2,"M":72,"S":29,"PLID":476401,"PLUUID":"5emz2pmqmy4ksbmmt3krbtzze","PN":"F. Mendy","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":27.7,"Y":28.9,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["35.6"]},{"I":141,"V":["28"]},{"I":212,"V":["8.317546"]},{"I":213,"V":["6.209539"]},{"I":318,"V":["0.00000967"]}]}}}
[2025-08-17 22:17:06.829] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":612,"TS":"2025-08-17T17:47:05.714","TID":1,"PID":2,"M":72,"S":42,"PLID":544821,"PLUUID":"6m85ntwegbkk9zkodmxka76dw","PN":"D. Karim","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":42.5,"Y":40.6,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["40.4"]},{"I":141,"V":["82.4"]},{"I":212,"V":["28.5094"]},{"I":213,"V":["1.648217"]},{"I":318,"V":["0.00002714"]}]}}}
[2025-08-17 22:17:08.708] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":613,"TS":"2025-08-17T17:47:07.378","TID":1,"PID":2,"M":72,"S":43,"PLID":422480,"PLUUID":"996i59930r3kd4xk48x9fsp2h","PN":"M. Talbi","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":40.4,"Y":82.4,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["69.9"]},{"I":141,"V":["90.6"]},{"I":212,"V":["31.47288"]},{"I":213,"V":["0.1781086"]},{"I":318,"V":["0.00037878"]}]}}}
[2025-08-17 22:17:10.642] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":614,"TS":"2025-08-17T17:47:09.59","TID":1,"PID":2,"M":72,"S":45,"PLID":651819,"PLUUID":"5c2zuz7f53hvqn5be1k2nddsk","PN":"A. Kouassi","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":0,"X":71.8,"Y":90.8,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["91"]},{"I":141,"V":["83.1"]},{"I":212,"V":["20.82886"]},{"I":213,"V":["6.029078"]}]}}}
[2025-08-17 22:17:12.412] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":562,"TS":"2025-08-17T17:47:12.108","TID":12,"PID":2,"M":72,"S":48,"PLID":199056,"PLUUID":"bty8qu3hdcfdb3mlr9i70qga1","PN":"G. Osho","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":1.3,"Y":19.4,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["1.3"]},{"I":141,"V":["19.4"]},{"I":212,"V":["0"]},{"I":213,"V":["3.141593"]}]}}}
[2025-08-17 22:17:12.613] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":563,"TS":"2025-08-17T17:47:12.859","TID":5,"PID":2,"M":72,"S":49,"PLID":199056,"PLUUID":"bty8qu3hdcfdb3mlr9i70qga1","PN":"G. Osho","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":0,"X":21,"Y":-1.1,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-17 22:17:22.658] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":615,"TS":"2025-08-17T17:47:12.947","TID":5,"PID":2,"M":72,"S":49,"PLID":651819,"PLUUID":"5c2zuz7f53hvqn5be1k2nddsk","PN":"A. Kouassi","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":81.2,"Y":101.1,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-17 22:17:27.872] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":616,"TS":"2025-08-17T17:47:23.91","TID":1,"PID":2,"M":72,"S":59,"PLID":651819,"PLUUID":"5c2zuz7f53hvqn5be1k2nddsk","PN":"A. Kouassi","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":79.3,"Y":101.6,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["89.2"]},{"I":141,"V":["88.1"]},{"I":212,"V":["13.86825"]},{"I":213,"V":["5.559777"]},{"I":318,"V":["0.00026106"]}]}}}
[2025-08-17 22:17:28.079] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":564,"TS":"2025-08-17T17:47:28.221","TID":7,"PID":2,"M":73,"S":4,"PLID":199056,"PLUUID":"bty8qu3hdcfdb3mlr9i70qga1","PN":"G. Osho","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":0,"X":0.1,"Y":6.1,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 22:17:28.084] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":617,"TS":"2025-08-17T17:47:28.372","TID":50,"PID":2,"M":73,"S":4,"PLID":532104,"PLUUID":"a67xx4g0dvxgvnqn86taup9ii","PN":"S. Soumano","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":0,"X":92.7,"Y":89.3,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-17 22:17:29.486] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":618,"TS":"2025-08-17T17:47:30.36","TID":61,"PID":2,"M":73,"S":6,"PLID":532104,"PLUUID":"a67xx4g0dvxgvnqn86taup9ii","PN":"S. Soumano","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":0,"X":98,"Y":92.4,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]}]}}}
[2025-08-17 22:17:30.294] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":619,"TS":"2025-08-17T17:47:30.675","TID":5,"PID":2,"M":73,"S":7,"PLID":532104,"PLUUID":"a67xx4g0dvxgvnqn86taup9ii","PN":"S. Soumano","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":0,"X":101.2,"Y":97.5,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-17 22:17:51.340] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":565,"TS":"2025-08-17T17:47:49.719","TID":5,"PID":2,"M":73,"S":26,"PLID":199056,"PLUUID":"bty8qu3hdcfdb3mlr9i70qga1","PN":"G. Osho","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":-0.7,"Y":55.2,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-17 22:17:57.637] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":566,"TS":"2025-08-17T17:47:56.165","TID":1,"PID":2,"M":73,"S":32,"PLID":584863,"PLUUID":"2173tp0hk6gsx2o46hx4h5mju","PN":"C. Akpa","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":4.6,"Y":60.2,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":124,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["4.7"]},{"I":141,"V":["49.6"]},{"I":212,"V":["7.208765"]},{"I":213,"V":["4.726955"]},{"I":318,"V":["0.00000045"]},{"I":237,"V":["NULL"]}]}}}
[2025-08-17 22:18:00.815] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":567,"TS":"2025-08-17T17:47:58.183","TID":1,"PID":2,"M":73,"S":34,"PLID":103116,"PLUUID":"cglp4k40r1t672m7j0eb5ktsl","PN":"D. L\u00e9on","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":0,"X":6,"Y":49.1,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["60.7"]},{"I":141,"V":["65.9"]},{"I":212,"V":["58.56012"]},{"I":213,"V":["0.1963406"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-17 22:18:07.845] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":620,"TS":"2025-08-17T17:48:01.396","TID":12,"PID":2,"M":73,"S":37,"PLID":476401,"PLUUID":"5emz2pmqmy4ksbmmt3krbtzze","PN":"F. Mendy","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":36.9,"Y":29.5,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["65.2"]},{"I":141,"V":["23"]},{"I":212,"V":["30.04193"]},{"I":213,"V":["6.135521"]}]}}}
[2025-08-17 22:18:08.043] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":621,"TS":"2025-08-17T17:48:08.341","TID":49,"PID":2,"M":73,"S":44,"PLID":606371,"PLUUID":"5wsz3usdkj01snq28pzpiwb2s","PN":"A. Avom","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":67.3,"Y":21.8,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[]}}}
