[2025-08-17 18:38:24.217] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-17 18:38:24.935] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-17 18:38:25.673] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"12znl0wq9dni0y2j3xb2dsmj8"}}
[2025-08-17 19:50:19.810] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":573,"TS":"2025-08-17T15:19:38.610","TID":15,"PID":2,"M":58,"S":3,"PLID":244851,"PLUUID":"dl10343h8yopcgerzur5samwa","PN":"C. Palmer","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":77,"Y":30.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":233,"V":["381"]},{"I":372,"V":["3a7u0dwahtkskfdf6sge6anpl"]},{"I":26,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":113,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":80,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":102,"V":["48.1650910078783"]},{"I":103,"V":["19"]},{"I":321,"V":["0.0635"]},{"I":327,"V":["3"]},{"I":326,"V":["1"]},{"I":458,"V":["NULL"]},{"I":82,"V":["NULL"]},{"I":146,"V":["84.8653846153846"]},{"I":147,"V":["36.2777777777778"]},{"I":230,"V":["98.4951923076923"]},{"I":231,"V":["49.0972222222222"]}]}}}
[2025-08-17 19:51:19.089] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":162,"TS":"2025-08-17T14:19:12.116","TID":43,"PID":1,"M":18,"S":19,"PLID":225796,"PLUUID":"dczrgxyolp7lcz413wkz7ap61","PN":"R. James","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":0,"X":70.5,"Y":49.2999992370605,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":399,"V":["496221"]},{"I":142,"V":[null]},{"I":144,"V":["83"]}]}}}
[2025-08-17 19:51:37.724] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":386,"TS":"2025-08-17T15:21:38.161","TID":28,"PID":2,"M":60,"S":2,"PLID":0,"TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":3.9,"Y":59.8,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":55,"V":["383"]},{"I":368,"V":["63be6r5suwg2q2t6t2lp716i8"]}]}}}
[2025-08-17 19:51:37.918] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":577,"TS":"2025-08-17T15:21:38.218","TID":28,"PID":2,"M":60,"S":2,"PLID":0,"TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":80.9,"Y":100.8,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":55,"V":["576"]},{"I":368,"V":["4rudvjz1zmq4usu14d6lr3sij"]}]}}}
[2025-08-17 19:51:51.757] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":387,"TS":"2025-08-17T15:21:52.129","TID":68,"PID":2,"M":60,"S":16,"PLID":0,"TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":73.9,"Y":54.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[]}}}
[2025-08-17 19:51:52.300] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":578,"TS":"2025-08-17T15:21:52.514","TID":68,"PID":2,"M":60,"S":17,"PLID":0,"TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":27.4,"Y":50.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[]}}}
[2025-08-17 19:51:57.357] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":579,"TS":"2025-08-17T15:21:56.322","TID":1,"PID":2,"M":60,"S":20,"PLID":215059,"PLUUID":"d9yxninyn4bac8f0ufxsnlqll","PN":"Robert S\u00e1nchez","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":30.8,"Y":50.7,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["33.3"]},{"I":141,"V":["45.2"]},{"I":212,"V":["4.56927"]},{"I":213,"V":["5.32437"]},{"I":318,"V":["0.00000734"]}]}}}
[2025-08-17 19:52:00.968] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":580,"TS":"2025-08-17T15:21:57.714","TID":1,"PID":2,"M":60,"S":22,"PLID":577016,"PLUUID":"ek4oa7zejocbbgu1l2vdebitw","PN":"J. Acheampong","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":34.3,"Y":44.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["41.1"]},{"I":141,"V":["62.7"]},{"I":212,"V":["14.22907"]},{"I":213,"V":["1.04513"]},{"I":318,"V":["0.00002257"]}]}}}
[2025-08-17 19:52:05.284] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":581,"TS":"2025-08-17T15:22:01.410","TID":1,"PID":2,"M":60,"S":25,"PLID":180736,"PLUUID":"5e2zgfe3ltc6qbnoqdfshqsph","PN":"T. Chalobah","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":43.4,"Y":66,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["59.8"]},{"I":141,"V":["96.2"]},{"I":212,"V":["26.80029"]},{"I":213,"V":["0.8730005"]},{"I":318,"V":["0.00009303"]}]}}}
[2025-08-17 19:52:08.018] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":582,"TS":"2025-08-17T15:22:05.665","TID":1,"PID":2,"M":60,"S":30,"PLID":247632,"PLUUID":"6psklvi66inwws7buzf16yjft","PN":"Pedro Neto","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":64,"Y":92.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["51.8"]},{"I":141,"V":["73.5"]},{"I":212,"V":["18.38817"]},{"I":213,"V":["3.941681"]},{"I":318,"V":["0.00011009"]}]}}}
[2025-08-17 19:52:10.617] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":583,"TS":"2025-08-17T15:22:08.321","TID":1,"PID":2,"M":60,"S":32,"PLID":180736,"PLUUID":"5e2zgfe3ltc6qbnoqdfshqsph","PN":"T. Chalobah","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":57.9,"Y":78.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["67"]},{"I":141,"V":["94.5"]},{"I":212,"V":["14.63397"]},{"I":213,"V":["0.8593462"]},{"I":318,"V":["0.0002051"]}]}}}
[2025-08-17 19:52:12.372] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":584,"TS":"2025-08-17T15:22:10.945","TID":1,"PID":2,"M":60,"S":35,"PLID":247632,"PLUUID":"6psklvi66inwws7buzf16yjft","PN":"Pedro Neto","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":69.3,"Y":93.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["65.1"]},{"I":141,"V":["80.4"]},{"I":212,"V":["9.757444"]},{"I":213,"V":["4.243425"]},{"I":318,"V":["0.00036462"]}]}}}
[2025-08-17 19:52:18.622] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":585,"TS":"2025-08-17T15:22:12.721","TID":1,"PID":2,"M":60,"S":37,"PLID":180736,"PLUUID":"5e2zgfe3ltc6qbnoqdfshqsph","PN":"T. Chalobah","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":63.8,"Y":77.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["54.5"]},{"I":141,"V":["63.6"]},{"I":212,"V":["13.63765"]},{"I":213,"V":["3.914287"]},{"I":318,"V":["0.00020459"]}]}}}
[2025-08-17 19:52:25.191] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":586,"TS":"2025-08-17T15:22:19.59","TID":1,"PID":2,"M":60,"S":43,"PLID":577016,"PLUUID":"ek4oa7zejocbbgu1l2vdebitw","PN":"J. Acheampong","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":68,"Y":75.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["87.3"]},{"I":141,"V":["98.4"]},{"I":212,"V":["25.55694"]},{"I":213,"V":["0.6551851"]},{"I":318,"V":["0.00074578"]}]}}}
[2025-08-17 19:52:27.835] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":587,"TS":"2025-08-17T15:22:25.602","TID":1,"PID":2,"M":60,"S":50,"PLID":247632,"PLUUID":"6psklvi66inwws7buzf16yjft","PN":"Pedro Neto","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":88.5,"Y":93.8,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["76.3"]},{"I":141,"V":["80.3"]},{"I":212,"V":["15.75971"]},{"I":213,"V":["3.763391"]},{"I":318,"V":["0.00153015"]}]}}}
[2025-08-17 19:52:30.006] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":588,"TS":"2025-08-17T15:22:28.209","TID":1,"PID":2,"M":60,"S":52,"PLID":180736,"PLUUID":"5e2zgfe3ltc6qbnoqdfshqsph","PN":"T. Chalobah","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":0,"X":75.7,"Y":79.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":2,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["97.4"]},{"I":141,"V":["44.2"]},{"I":212,"V":["32.94839"]},{"I":213,"V":["5.476003"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-17 19:52:30.781] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":589,"TS":"2025-08-17T15:22:31.170","TID":85,"PID":2,"M":60,"S":55,"PLID":180736,"PLUUID":"5e2zgfe3ltc6qbnoqdfshqsph","PN":"T. Chalobah","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":97.4,"Y":44.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[]}}}
[2025-08-17 19:52:31.983] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":388,"TS":"2025-08-17T15:22:30.817","TID":12,"PID":2,"M":60,"S":55,"PLID":244723,"PLUUID":"6dqnwhx0eglxhelidxg0dphm2","PN":"T. Mitchell","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":4,"Y":57.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["4.0"]},{"I":141,"V":["57.5"]},{"I":212,"V":["0"]},{"I":213,"V":["3.141593"]}]}}}
[2025-08-17 19:52:32.189] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":389,"TS":"2025-08-17T15:22:32.322","TID":85,"PID":2,"M":60,"S":56,"PLID":244723,"PLUUID":"6dqnwhx0eglxhelidxg0dphm2","PN":"T. Mitchell","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":0,"X":-0.8,"Y":71.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[]}}}
[2025-08-17 19:52:59.499] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":590,"TS":"2025-08-17T15:22:56.562","TID":1,"PID":2,"M":61,"S":21,"PLID":247632,"PLUUID":"6psklvi66inwws7buzf16yjft","PN":"Pedro Neto","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":99.5,"Y":0.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":2,"V":["NULL"]},{"I":6,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":223,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["96.3"]},{"I":141,"V":["48.5"]},{"I":212,"V":["32.81248"]},{"I":213,"V":["1.673376"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.22504052"]}]}}}
[2025-08-17 19:52:59.922] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":390,"TS":"2025-08-17T15:23:00.32","TID":44,"PID":2,"M":61,"S":24,"PLID":437499,"PLUUID":"7e7w34imugzsufvytjxytupd5","PN":"M. Lacroix","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":0,"X":2.9,"Y":54.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 19:53:00.275] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":591,"TS":"2025-08-17T15:22:59.889","TID":44,"PID":2,"M":61,"S":24,"PLID":475168,"PLUUID":"eaqqezw2ed1u0tt3zc128mr1m","PN":"Jo\u00e3o Pedro","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":96.4,"Y":47.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-17 19:53:00.682] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":592,"TS":"2025-08-17T15:23:00.290","TID":39,"PID":2,"M":61,"S":24,"PLID":475168,"PLUUID":"eaqqezw2ed1u0tt3zc128mr1m","PN":"Jo\u00e3o Pedro","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":96.4,"Y":47.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":16,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":252,"V":["NULL"]}]}}}
[2025-08-17 19:53:06.095] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":593,"TS":"2025-08-17T15:23:06.482","TID":5,"PID":2,"M":61,"S":30,"PLID":475168,"PLUUID":"eaqqezw2ed1u0tt3zc128mr1m","PN":"Jo\u00e3o Pedro","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":0,"X":101.1,"Y":48.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-17 19:53:07.307] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":391,"TS":"2025-08-17T15:23:05.954","TID":5,"PID":2,"M":61,"S":30,"PLID":437499,"PLUUID":"7e7w34imugzsufvytjxytupd5","PN":"M. Lacroix","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":-0.7,"Y":60.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-17 19:53:12.921] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":592,"TS":"2025-08-17T15:23:00.290","TID":13,"PID":2,"M":61,"S":24,"PLID":475168,"PLUUID":"eaqqezw2ed1u0tt3zc128mr1m","PN":"Jo\u00e3o Pedro","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":96.4,"Y":47.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":25,"V":["NULL"]},{"I":15,"V":["NULL"]},{"I":16,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":321,"V":["0.3136"]},{"I":328,"V":["NULL"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]}]}}}
[2025-08-17 19:53:20.284] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":392,"TS":"2025-08-17T15:23:19.232","TID":1,"PID":2,"M":61,"S":43,"PLID":172649,"PLUUID":"5z8ycnd0smdkumi5fgtzf7c9h","PN":"D. Henderson","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":4.7,"Y":50,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":124,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["6.1"]},{"I":141,"V":["66.2"]},{"I":212,"V":["11.11365"]},{"I":213,"V":["1.438138"]},{"I":318,"V":["0.00000046"]},{"I":237,"V":["NULL"]}]}}}
[2025-08-17 19:53:20.417] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":592,"TS":"2025-08-17T15:23:00.290","TID":13,"PID":2,"M":61,"S":24,"PLID":475168,"PLUUID":"eaqqezw2ed1u0tt3zc128mr1m","PN":"Jo\u00e3o Pedro","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":96.4,"Y":47.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":25,"V":["NULL"]},{"I":15,"V":["NULL"]},{"I":16,"V":["NULL"]},{"I":74,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["590"]},{"I":368,"V":["5p7toto5047hrdwtahkjjlbje"]},{"I":102,"V":["50.4201680672269"]},{"I":103,"V":["69.4444444444444"]},{"I":321,"V":["0.3136"]},{"I":328,"V":["NULL"]},{"I":327,"V":["2"]},{"I":326,"V":["3"]},{"I":230,"V":["99.4038461538462"]},{"I":231,"V":["48.375"]}]}}}
[2025-08-17 19:53:22.484] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":393,"TS":"2025-08-17T15:23:20.673","TID":1,"PID":2,"M":61,"S":45,"PLID":209036,"PLUUID":"9ipux4xiejibplsbbhqz8d5gp","PN":"M. Gu\u00e9hi","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":7,"Y":67.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["15.7"]},{"I":141,"V":["94.8"]},{"I":212,"V":["20.75089"]},{"I":213,"V":["1.11495"]},{"I":318,"V":["0.00000041"]}]}}}
[2025-08-17 19:53:27.545] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":394,"TS":"2025-08-17T15:23:22.896","TID":1,"PID":2,"M":61,"S":47,"PLID":244723,"PLUUID":"6dqnwhx0eglxhelidxg0dphm2","PN":"T. Mitchell","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":16.6,"Y":94.8,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["31.1"]},{"I":141,"V":["71.3"]},{"I":212,"V":["22.07172"]},{"I":213,"V":["5.473597"]},{"I":318,"V":["0.00000428"]}]}}}
[2025-08-17 19:53:27.928] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":395,"TS":"2025-08-17T15:23:27.904","TID":50,"PID":2,"M":61,"S":52,"PLID":232185,"PLUUID":"44s112hd02w1i2ucvai9jy7e1","PN":"I. Sarr","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":0,"X":33.1,"Y":81.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 19:53:28.141] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":594,"TS":"2025-08-17T15:23:28.113","TID":7,"PID":2,"M":61,"S":52,"PLID":179268,"PLUUID":"7c2wnewpcf1idj6ghj6gu0wyd","PN":"Marc Cucurella","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":0,"X":66.5,"Y":19.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 19:53:31.564] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":396,"TS":"2025-08-17T15:23:29.393","TID":1,"PID":2,"M":61,"S":53,"PLID":244723,"PLUUID":"6dqnwhx0eglxhelidxg0dphm2","PN":"T. Mitchell","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":30.9,"Y":78.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["28.8"]},{"I":141,"V":["56.6"]},{"I":212,"V":["15.12163"]},{"I":213,"V":["4.56605"]},{"I":318,"V":["0.00000488"]}]}}}
[2025-08-17 19:53:34.749] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":397,"TS":"2025-08-17T15:23:31.904","TID":1,"PID":2,"M":61,"S":56,"PLID":496221,"PLUUID":"asq9gj1a93bltsfd61i6xvqsq","PN":"A. Wharton","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":28.8,"Y":56.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["52.5"]},{"I":141,"V":["68.0"]},{"I":212,"V":["26.06447"]},{"I":213,"V":["0.3019854"]},{"I":318,"V":["0.00008956"]}]}}}
[2025-08-17 19:53:38.100] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":398,"TS":"2025-08-17T15:23:34.976","TID":1,"PID":2,"M":61,"S":59,"PLID":231747,"PLUUID":"djgqihf08sxqh0zt2xe2xzv1l","PN":"J. Mateta","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":48.8,"Y":70.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["48.1"]},{"I":141,"V":["89.2"]},{"I":212,"V":["12.73722"]},{"I":213,"V":["1.628533"]},{"I":318,"V":["0.00003398"]}]}}}
[2025-08-17 19:53:38.303] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":399,"TS":"2025-08-17T15:23:38.369","TID":50,"PID":2,"M":62,"S":2,"PLID":232413,"PLUUID":"4wic6z72nwmhkheme209fcmp5","PN":"E. Eze","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":0,"X":46,"Y":87.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-17 19:53:38.706] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":400,"TS":"2025-08-17T15:23:38.970","TID":61,"PID":2,"M":62,"S":3,"PLID":232413,"PLUUID":"4wic6z72nwmhkheme209fcmp5","PN":"E. Eze","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":46,"Y":87.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]}]}}}
