[2025-08-16 14:35:49.601] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-16 14:35:50.394] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-16 14:35:51.157] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"6ncygvluu6ppschsugz9odnv8"}}
[2025-08-16 15:18:53.199] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":462,"TS":"2025-08-16T10:48:51.269","TID":1,"PID":1,"M":45,"S":22,"PLID":173476,"PLUUID":"5u3nf7qbreypvi8rut8n8smhh","PN":"K. Misao","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":43.7,"Y":29.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["40.8"]},{"I":141,"V":["22.5"]},{"I":212,"V":["5.593468"]},{"I":213,"V":["4.136733"]},{"I":318,"V":["0.00002083"]}]}}}
[2025-08-16 15:18:59.461] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":463,"TS":"2025-08-16T10:48:54.876","TID":1,"PID":1,"M":45,"S":26,"PLID":474254,"PLUUID":"cs1e2ou4h94utke3qdy14fiay","PN":"Y. Higuchi","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":39.4,"Y":22.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["32.0"]},{"I":141,"V":["30.1"]},{"I":212,"V":["9.331727"]},{"I":213,"V":["2.55466"]},{"I":318,"V":["0.00000827"]}]}}}
[2025-08-16 15:19:00.871] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":464,"TS":"2025-08-16T10:49:00.99","TID":1,"PID":1,"M":45,"S":31,"PLID":158234,"PLUUID":"cqjhp31uh46s2jfedo48h86ol","PN":"N. Ueda","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":33.4,"Y":35.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["32.3"]},{"I":141,"V":["48.5"]},{"I":212,"V":["8.982566"]},{"I":213,"V":["1.699736"]},{"I":318,"V":["0.00000909"]}]}}}
[2025-08-16 15:19:03.108] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":465,"TS":"2025-08-16T10:49:01.324","TID":1,"PID":1,"M":45,"S":32,"PLID":158213,"PLUUID":"64orrvhh1or23zgu10vvwgted","PN":"G. Shibasaki","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":32.3,"Y":49,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["32.1"]},{"I":141,"V":["34.5"]},{"I":212,"V":["9.862236"]},{"I":213,"V":["4.691094"]},{"I":318,"V":["0.00000814"]}]}}}
[2025-08-16 15:19:06.052] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":466,"TS":"2025-08-16T10:49:03.559","TID":1,"PID":1,"M":45,"S":34,"PLID":158234,"PLUUID":"cqjhp31uh46s2jfedo48h86ol","PN":"N. Ueda","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":28.3,"Y":35.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["9.6"]},{"I":141,"V":["58.8"]},{"I":212,"V":["25.23025"]},{"I":213,"V":["2.462642"]},{"I":318,"V":["0.00000075"]}]}}}
[2025-08-16 15:19:09.094] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":467,"TS":"2025-08-16T10:49:06.698","TID":1,"PID":1,"M":45,"S":38,"PLID":530015,"PLUUID":"8i7aw5yhze1xiw2d2g5wax91w","PN":"T. Hayakawa","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":0,"X":9.6,"Y":58.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["42.2"]},{"I":141,"V":["80.0"]},{"I":212,"V":["37.14181"]},{"I":213,"V":["0.398606"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-16 15:19:10.010] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":319,"TS":"2025-08-16T10:49:10.674","TID":49,"PID":1,"M":45,"S":42,"PLID":465882,"PLUUID":"2ysn3hzm96wgqqiuddkmjl3ze","PN":"D. Matsuoka","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":59.3,"Y":21.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-16 15:19:12.543] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":320,"TS":"2025-08-16T10:49:11.938","TID":1,"PID":1,"M":45,"S":43,"PLID":465882,"PLUUID":"2ysn3hzm96wgqqiuddkmjl3ze","PN":"D. Matsuoka","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":66.1,"Y":20,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["74"]},{"I":141,"V":["5.6"]},{"I":212,"V":["12.83317"]},{"I":213,"V":["5.415209"]},{"I":318,"V":["0.00050008"]}]}}}
[2025-08-16 15:19:17.027] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":468,"TS":"2025-08-16T10:49:17.677","TID":45,"PID":1,"M":45,"S":49,"PLID":158213,"PLUUID":"64orrvhh1or23zgu10vvwgted","PN":"G. Shibasaki","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":0,"X":3.5,"Y":86.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 15:19:17.952] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":321,"TS":"2025-08-16T10:49:13.201","TID":1,"PID":1,"M":45,"S":44,"PLID":502378,"PLUUID":"74nsqkyskico0dzgtxjheka5m","PN":"K. Konno","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":74,"Y":5.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["89.2"]},{"I":141,"V":["8.5"]},{"I":212,"V":["16.08137"]},{"I":213,"V":["0.1229358"]},{"I":318,"V":["0.00124935"]}]}}}
[2025-08-16 15:19:18.352] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":322,"TS":"2025-08-16T10:49:18.593","TID":50,"PID":1,"M":45,"S":50,"PLID":465882,"PLUUID":"2ysn3hzm96wgqqiuddkmjl3ze","PN":"D. Matsuoka","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":0,"X":93.9,"Y":16.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-16 15:19:18.889] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":469,"TS":"2025-08-16T10:49:18.578","TID":7,"PID":1,"M":45,"S":49,"PLID":158213,"PLUUID":"64orrvhh1or23zgu10vvwgted","PN":"G. Shibasaki","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":4.3,"Y":86.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 15:19:19.160] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":470,"TS":"2025-08-16T10:49:19.542","TID":49,"PID":1,"M":45,"S":50,"PLID":158213,"PLUUID":"64orrvhh1or23zgu10vvwgted","PN":"G. Shibasaki","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":6,"Y":86.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-16 15:19:24.606] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":471,"TS":"2025-08-16T10:49:25.263","TID":50,"PID":1,"M":45,"S":56,"PLID":158213,"PLUUID":"64orrvhh1or23zgu10vvwgted","PN":"G. Shibasaki","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":0,"X":4.1,"Y":94.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 15:19:24.807] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":323,"TS":"2025-08-16T10:49:25.40","TID":7,"PID":1,"M":45,"S":56,"PLID":465882,"PLUUID":"2ysn3hzm96wgqqiuddkmjl3ze","PN":"D. Matsuoka","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":0,"X":89.6,"Y":6.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-16 15:19:25.980] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":472,"TS":"2025-08-16T10:49:26.617","TID":61,"PID":1,"M":45,"S":58,"PLID":158213,"PLUUID":"64orrvhh1or23zgu10vvwgted","PN":"G. Shibasaki","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":4.1,"Y":94.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-16 15:19:27.691] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":473,"TS":"2025-08-16T10:49:28.235","TID":61,"PID":1,"M":45,"S":59,"PLID":477590,"PLUUID":"1aibcbtl21102upaj529kf8tm","PN":"Kim Tae-Hyeon","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":0,"X":3.4,"Y":97.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-16 15:19:27.892] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":324,"TS":"2025-08-16T10:49:26.1","TID":45,"PID":1,"M":45,"S":57,"PLID":465882,"PLUUID":"2ysn3hzm96wgqqiuddkmjl3ze","PN":"D. Matsuoka","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":0,"X":90.2,"Y":7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-16 15:19:28.294] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":474,"TS":"2025-08-16T10:49:28.735","TID":5,"PID":1,"M":46,"S":0,"PLID":477590,"PLUUID":"1aibcbtl21102upaj529kf8tm","PN":"Kim Tae-Hyeon","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":0,"X":3.8,"Y":101.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 15:19:28.814] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":325,"TS":"2025-08-16T10:49:29.377","TID":5,"PID":1,"M":46,"S":0,"PLID":465882,"PLUUID":"2ysn3hzm96wgqqiuddkmjl3ze","PN":"D. Matsuoka","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":94.2,"Y":-1.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 15:19:50.127] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":326,"TS":"2025-08-16T10:49:47.585","TID":1,"PID":1,"M":46,"S":18,"PLID":530974,"PLUUID":"76l36yrzqri48jtz5idaxjyzt","PN":"Y. Maejima","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":94.2,"Y":-1.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["73"]},{"I":141,"V":["10"]},{"I":212,"V":["23.63907"]},{"I":213,"V":["2.79833"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.000216"]}]}}}
[2025-08-16 15:19:51.123] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":327,"TS":"2025-08-16T10:49:50.785","TID":1,"PID":1,"M":46,"S":22,"PLID":462357,"PLUUID":"3cen673039ickz8g3q4ryqvze","PN":"T. Kamijima","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":73,"Y":10,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["73.1"]},{"I":141,"V":["21.9"]},{"I":212,"V":["8.092681"]},{"I":213,"V":["1.557821"]},{"I":318,"V":["0.00127868"]}]}}}
[2025-08-16 15:19:55.724] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":328,"TS":"2025-08-16T10:49:51.777","TID":1,"PID":1,"M":46,"S":23,"PLID":530974,"PLUUID":"76l36yrzqri48jtz5idaxjyzt","PN":"Y. Maejima","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":73.1,"Y":21.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["80.1"]},{"I":141,"V":["7"]},{"I":212,"V":["12.51719"]},{"I":213,"V":["5.339975"]},{"I":318,"V":["0.0009566"]}]}}}
[2025-08-16 15:19:56.341] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":329,"TS":"2025-08-16T10:49:56.385","TID":1,"PID":1,"M":46,"S":27,"PLID":465882,"PLUUID":"2ysn3hzm96wgqqiuddkmjl3ze","PN":"D. Matsuoka","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":78.4,"Y":8.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["82.2"]},{"I":141,"V":["5.9"]},{"I":212,"V":["4.450717"]},{"I":213,"V":["5.82416"]},{"I":318,"V":["0.00075338"]}]}}}
[2025-08-16 15:19:56.643] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":330,"TS":"2025-08-16T10:49:56.994","TID":1,"PID":1,"M":46,"S":28,"PLID":530974,"PLUUID":"76l36yrzqri48jtz5idaxjyzt","PN":"Y. Maejima","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":0,"X":82.2,"Y":5.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["85.4"]},{"I":141,"V":["15.8"]},{"I":212,"V":["7.523923"]},{"I":213,"V":["1.107862"]}]}}}
[2025-08-16 15:19:59.599] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":475,"TS":"2025-08-16T10:49:58.141","TID":7,"PID":1,"M":46,"S":29,"PLID":173476,"PLUUID":"5u3nf7qbreypvi8rut8n8smhh","PN":"K. Misao","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":11.8,"Y":83.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 15:19:59.879] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":476,"TS":"2025-08-16T10:50:00.243","TID":49,"PID":1,"M":46,"S":31,"PLID":216504,"PLUUID":"3yolt0tc40fjqupa2ea4epka1","PN":"R. Ogawa","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":11.5,"Y":85.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-16 15:20:01.269] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":477,"TS":"2025-08-16T10:50:00.998","TID":1,"PID":1,"M":46,"S":32,"PLID":216504,"PLUUID":"3yolt0tc40fjqupa2ea4epka1","PN":"R. Ogawa","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":11.5,"Y":85.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["17.6"]},{"I":141,"V":["92.4"]},{"I":212,"V":["7.980077"]},{"I":213,"V":["0.6391152"]},{"I":318,"V":["0.00000054"]}]}}}
[2025-08-16 15:20:01.805] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":331,"TS":"2025-08-16T10:50:02.475","TID":61,"PID":1,"M":46,"S":33,"PLID":530974,"PLUUID":"76l36yrzqri48jtz5idaxjyzt","PN":"Y. Maejima","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":64.7,"Y":6.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]}]}}}
[2025-08-16 15:20:02.206] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":478,"TS":"2025-08-16T10:50:01.915","TID":1,"PID":1,"M":46,"S":33,"PLID":123868,"PLUUID":"eoczejus2tqlxh9u7j8by4ij9","PN":"A. \u010cavri\u0107","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":18,"Y":93.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["16.4"]},{"I":141,"V":["91.8"]},{"I":212,"V":["2.2049"]},{"I":213,"V":["3.846087"]},{"I":318,"V":["0.00000048"]}]}}}
[2025-08-16 15:20:02.679] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":479,"TS":"2025-08-16T10:50:02.701","TID":1,"PID":1,"M":46,"S":34,"PLID":173476,"PLUUID":"5u3nf7qbreypvi8rut8n8smhh","PN":"K. Misao","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":0,"X":16.6,"Y":93,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["22.2"]},{"I":141,"V":["101.4"]},{"I":212,"V":["8.197642"]},{"I":213,"V":["0.7709064"]}]}}}
[2025-08-16 15:20:03.079] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":480,"TS":"2025-08-16T10:50:03.271","TID":5,"PID":1,"M":46,"S":34,"PLID":173476,"PLUUID":"5u3nf7qbreypvi8rut8n8smhh","PN":"K. Misao","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":0,"X":22.2,"Y":101.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 15:20:03.430] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":332,"TS":"2025-08-16T10:50:04.50","TID":5,"PID":1,"M":46,"S":35,"PLID":530974,"PLUUID":"76l36yrzqri48jtz5idaxjyzt","PN":"Y. Maejima","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":65,"Y":-1.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 15:20:18.319] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":333,"TS":"2025-08-16T10:50:17.344","TID":1,"PID":1,"M":46,"S":48,"PLID":530974,"PLUUID":"76l36yrzqri48jtz5idaxjyzt","PN":"Y. Maejima","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":0,"X":70.6,"Y":-1.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["80.6"]},{"I":141,"V":["7.6"]},{"I":212,"V":["12.32808"]},{"I":213,"V":["0.5515487"]}]}}}
[2025-08-16 15:20:19.687] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":481,"TS":"2025-08-16T10:50:20.345","TID":8,"PID":1,"M":46,"S":51,"PLID":216504,"PLUUID":"3yolt0tc40fjqupa2ea4epka1","PN":"R. Ogawa","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":10,"Y":95.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-16 15:20:20.171] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":482,"TS":"2025-08-16T10:50:20.762","TID":5,"PID":1,"M":46,"S":52,"PLID":216504,"PLUUID":"3yolt0tc40fjqupa2ea4epka1","PN":"R. Ogawa","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":0,"X":14.4,"Y":101.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 15:20:20.820] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":334,"TS":"2025-08-16T10:50:21.392","TID":5,"PID":1,"M":46,"S":52,"PLID":530974,"PLUUID":"76l36yrzqri48jtz5idaxjyzt","PN":"Y. Maejima","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":76.8,"Y":-2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 15:20:28.156] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":335,"TS":"2025-08-16T10:50:26.897","TID":1,"PID":1,"M":46,"S":58,"PLID":530974,"PLUUID":"76l36yrzqri48jtz5idaxjyzt","PN":"Y. Maejima","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":76.8,"Y":-2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["82.1"]},{"I":141,"V":["12.8"]},{"I":212,"V":["11.50014"]},{"I":213,"V":["1.065683"]},{"I":318,"V":["0.00024371"]}]}}}
[2025-08-16 15:20:29.193] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":336,"TS":"2025-08-16T10:50:28.818","TID":1,"PID":1,"M":47,"S":0,"PLID":462359,"PLUUID":"8shr0ghxn6d8uoiiideh3rmne","PN":"S. Nago","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":82.1,"Y":12.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["82.2"]},{"I":141,"V":["4.1"]},{"I":212,"V":["5.916932"]},{"I":213,"V":["4.730135"]},{"I":318,"V":["0.00074112"]}]}}}
[2025-08-16 15:20:31.271] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":337,"TS":"2025-08-16T10:50:31.937","TID":61,"PID":1,"M":47,"S":3,"PLID":530974,"PLUUID":"76l36yrzqri48jtz5idaxjyzt","PN":"Y. Maejima","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":0,"X":93.2,"Y":8.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]}]}}}
[2025-08-16 15:20:33.096] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":483,"TS":"2025-08-16T10:50:33.468","TID":5,"PID":1,"M":47,"S":4,"PLID":216504,"PLUUID":"3yolt0tc40fjqupa2ea4epka1","PN":"R. Ogawa","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":-0.7,"Y":89.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-16 15:20:34.081] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":338,"TS":"2025-08-16T10:50:34.676","TID":5,"PID":1,"M":47,"S":6,"PLID":530974,"PLUUID":"76l36yrzqri48jtz5idaxjyzt","PN":"Y. Maejima","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":0,"X":100.7,"Y":14.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-16 15:20:36.901] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":484,"TS":"2025-08-16T10:50:37.420","TID":56,"PID":1,"M":47,"S":8,"PLID":216504,"PLUUID":"3yolt0tc40fjqupa2ea4epka1","PN":"R. Ogawa","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":1.5,"Y":90.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]}]}}}
