[2025-08-17 18:43:32.400] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-17 18:43:33.120] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-17 18:43:33.837] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"74zpn9q4fwxv9jgn3a7ijslck"}}
[2025-08-17 19:50:56.738] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":514,"TS":"2025-08-17T15:20:57.67","TID":74,"PID":2,"M":58,"S":50,"PLID":559827,"PLUUID":"8gkexxgf3pypshhqwg6ibp7o4","PN":"K. Doumbia","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":69.8,"Y":70.1,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 19:50:58.918] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":515,"TS":"2025-08-17T15:20:59.283","TID":61,"PID":2,"M":58,"S":52,"PLID":546635,"PLUUID":"2ds26ub6ho0baamsjcmh7mmfo","PN":"B. Locko","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":0,"X":66.7,"Y":82.5,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]}]}}}
[2025-08-17 19:51:03.578] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":508,"TS":"2025-08-17T15:21:00.753","TID":1,"PID":2,"M":58,"S":53,"PLID":449991,"PLUUID":"5ikeslw81x2em97k79crmhh0q","PN":"F\u00e9lix Correia","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":53.8,"Y":20.1,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["56.7"]},{"I":141,"V":["30.8"]},{"I":212,"V":["7.887471"]},{"I":213,"V":["1.174445"]},{"I":318,"V":["0.00021178"]}]}}}
[2025-08-17 19:51:05.844] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":509,"TS":"2025-08-17T15:21:03.921","TID":1,"PID":2,"M":58,"S":57,"PLID":484842,"PLUUID":"9t0jh9kfw1225c8hoj0pu8cbu","PN":"H. Haraldsson","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":69,"Y":35.9,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["90.7"]},{"I":141,"V":["26"]},{"I":212,"V":["23.75871"]},{"I":213,"V":["5.995901"]},{"I":318,"V":["0.01162185"]}]}}}
[2025-08-17 19:51:06.861] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":510,"TS":"2025-08-17T15:21:06.161","TID":1,"PID":2,"M":58,"S":59,"PLID":512253,"PLUUID":"avk0vktquq3oum9w6dyodlz6y","PN":"Alexsandro Ribeiro","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":90.7,"Y":26,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":0,"Q":[{"I":2,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["93.3"]},{"I":141,"V":["74.6"]},{"I":212,"V":["33.16057"]},{"I":213,"V":["1.488376"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.01455209"]}]}}}
[2025-08-17 19:51:08.862] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":511,"TS":"2025-08-17T15:21:08.545","TID":1,"PID":2,"M":59,"S":1,"PLID":613221,"PLUUID":"2branork7cntloew47tif7das","PN":"M. Fernandez-Pardo","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":0,"X":95,"Y":74.8,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["96.5"]},{"I":141,"V":["55.1"]},{"I":212,"V":["13.48827"]},{"I":213,"V":["4.829424"]}]}}}
[2025-08-17 19:51:09.846] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":516,"TS":"2025-08-17T15:21:10.227","TID":52,"PID":2,"M":59,"S":3,"PLID":228539,"PLUUID":"d5ecnjd6h89iepxrvrlfn97ft","PN":"R. Majecki","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":0,"X":2.2,"Y":46.9,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[]}}}
[2025-08-17 19:51:25.532] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":517,"TS":"2025-08-17T15:21:20.675","TID":1,"PID":2,"M":59,"S":13,"PLID":228539,"PLUUID":"d5ecnjd6h89iepxrvrlfn97ft","PN":"R. Majecki","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":12.3,"Y":45.5,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":123,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["21.4"]},{"I":141,"V":["21.8"]},{"I":212,"V":["18.73562"]},{"I":213,"V":["5.247563"]},{"I":318,"V":["0.00000151"]}]}}}
[2025-08-17 19:51:26.720] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":518,"TS":"2025-08-17T15:21:25.956","TID":1,"PID":2,"M":59,"S":19,"PLID":162316,"PLUUID":"7xd54eb65lg7zldvnyd58bq39","PN":"B. Chardonnet","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":33.2,"Y":16.7,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["29.6"]},{"I":141,"V":["2.2"]},{"I":212,"V":["10.55974"]},{"I":213,"V":["4.346303"]},{"I":318,"V":["0.00000287"]}]}}}
[2025-08-17 19:51:31.717] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":519,"TS":"2025-08-17T15:21:27.116","TID":1,"PID":2,"M":59,"S":20,"PLID":92527,"PLUUID":"ef2n7d6rysar49toiz2k3obth","PN":"K. Lala","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":29.6,"Y":2.2,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["10.1"]},{"I":141,"V":["44.6"]},{"I":212,"V":["35.36255"]},{"I":213,"V":["2.188301"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00000088"]}]}}}
[2025-08-17 19:51:38.918] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":520,"TS":"2025-08-17T15:21:32.22","TID":1,"PID":2,"M":59,"S":25,"PLID":228539,"PLUUID":"d5ecnjd6h89iepxrvrlfn97ft","PN":"R. Majecki","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":14.7,"Y":48.1,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["20.8"]},{"I":141,"V":["71.1"]},{"I":212,"V":["16.9007"]},{"I":213,"V":["1.182104"]},{"I":318,"V":["0.00000161"]}]}}}
[2025-08-17 19:51:40.132] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":521,"TS":"2025-08-17T15:21:39.253","TID":1,"PID":2,"M":59,"S":32,"PLID":544830,"PLUUID":"boeam163ur1t3ifq01px99xwp","PN":"J. Le Cardinal","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":28.1,"Y":67.8,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["33.9"]},{"I":141,"V":["58.4"]},{"I":212,"V":["8.82869"]},{"I":213,"V":["5.473597"]},{"I":318,"V":["0.00000963"]}]}}}
[2025-08-17 19:51:42.265] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":522,"TS":"2025-08-17T15:21:40.563","TID":1,"PID":2,"M":59,"S":33,"PLID":168539,"PLUUID":"am0pcyvtaws1i69jt09dgnsnp","PN":"L. Ajorque","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":34.2,"Y":58.4,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["28.4"]},{"I":141,"V":["42.7"]},{"I":212,"V":["12.29085"]},{"I":213,"V":["4.19399"]},{"I":318,"V":["0.00000628"]}]}}}
[2025-08-17 19:51:43.323] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":523,"TS":"2025-08-17T15:21:42.603","TID":1,"PID":2,"M":59,"S":35,"PLID":243741,"PLUUID":"5lfki1zoxd4l96hjbr2rw3d2h","PN":"H. Magnetti","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":26.3,"Y":36.4,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["30.9"]},{"I":141,"V":["21.4"]},{"I":212,"V":["11.28578"]},{"I":213,"V":["5.154637"]},{"I":318,"V":["0.00000516"]}]}}}
[2025-08-17 19:51:43.735] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":524,"TS":"2025-08-17T15:21:43.595","TID":1,"PID":2,"M":59,"S":36,"PLID":162316,"PLUUID":"7xd54eb65lg7zldvnyd58bq39","PN":"B. Chardonnet","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":30.8,"Y":21.4,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["27.4"]},{"I":141,"V":["31.4"]},{"I":212,"V":["7.680163"]},{"I":213,"V":["2.054243"]},{"I":318,"V":["0.00000406"]}]}}}
[2025-08-17 19:51:44.342] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":525,"TS":"2025-08-17T15:21:44.163","TID":1,"PID":2,"M":59,"S":37,"PLID":243741,"PLUUID":"5lfki1zoxd4l96hjbr2rw3d2h","PN":"H. Magnetti","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":27.3,"Y":30.8,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["30.4"]},{"I":141,"V":["21.5"]},{"I":212,"V":["7.112524"]},{"I":213,"V":["5.187732"]},{"I":318,"V":["0.00000458"]}]}}}
[2025-08-17 19:51:46.938] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":526,"TS":"2025-08-17T15:21:44.731","TID":1,"PID":2,"M":59,"S":37,"PLID":162316,"PLUUID":"7xd54eb65lg7zldvnyd58bq39","PN":"B. Chardonnet","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":30.5,"Y":21.7,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["26.3"]},{"I":141,"V":["27.8"]},{"I":212,"V":["6.054255"]},{"I":213,"V":["2.3868"]},{"I":318,"V":["0.00000328"]}]}}}
[2025-08-17 19:51:54.939] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":527,"TS":"2025-08-17T15:21:47.299","TID":1,"PID":2,"M":59,"S":40,"PLID":243741,"PLUUID":"5lfki1zoxd4l96hjbr2rw3d2h","PN":"H. Magnetti","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":25.5,"Y":32.9,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["15.7"]},{"I":141,"V":["64.4"]},{"I":212,"V":["23.76343"]},{"I":213,"V":["2.018635"]},{"I":318,"V":["0.00000136"]}]}}}
[2025-08-17 19:51:56.942] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":528,"TS":"2025-08-17T15:21:55.371","TID":1,"PID":2,"M":59,"S":48,"PLID":228539,"PLUUID":"d5ecnjd6h89iepxrvrlfn97ft","PN":"R. Majecki","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":0,"X":22.2,"Y":63.8,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["56.1"]},{"I":141,"V":["91.8"]},{"I":212,"V":["40.36738"]},{"I":213,"V":["0.4911814"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-17 19:51:59.364] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":512,"TS":"2025-08-17T15:21:58.864","TID":1,"PID":2,"M":59,"S":52,"PLID":669414,"PLUUID":"1q3c0jq17fnvwfoqm9s3ovytw","PN":"M. Goffi","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":40.2,"Y":14.5,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["62.4"]},{"I":141,"V":["22.8"]},{"I":212,"V":["23.98355"]},{"I":213,"V":["0.237556"]},{"I":318,"V":["0.00064666"]}]}}}
[2025-08-17 19:51:59.578] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":513,"TS":"2025-08-17T15:21:59.712","TID":49,"PID":2,"M":59,"S":52,"PLID":449991,"PLUUID":"5ikeslw81x2em97k79crmhh0q","PN":"F\u00e9lix Correia","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":62.6,"Y":26,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":0,"Q":[]}}}
[2025-08-17 19:52:00.760] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":514,"TS":"2025-08-17T15:22:00.240","TID":1,"PID":2,"M":59,"S":53,"PLID":449991,"PLUUID":"5ikeslw81x2em97k79crmhh0q","PN":"F\u00e9lix Correia","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":62.8,"Y":27.5,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["68.4"]},{"I":141,"V":["38.3"]},{"I":212,"V":["9.407908"]},{"I":213,"V":["0.895657"]},{"I":318,"V":["0.00155554"]}]}}}
[2025-08-17 19:52:01.947] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":515,"TS":"2025-08-17T15:22:01.216","TID":1,"PID":2,"M":59,"S":54,"PLID":484842,"PLUUID":"9t0jh9kfw1225c8hoj0pu8cbu","PN":"H. Haraldsson","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":68.4,"Y":38.4,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["72.3"]},{"I":141,"V":["53"]},{"I":212,"V":["10.73938"]},{"I":213,"V":["1.179587"]},{"I":318,"V":["0.00413817"]}]}}}
[2025-08-17 19:52:02.354] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":516,"TS":"2025-08-17T15:22:02.257","TID":1,"PID":2,"M":59,"S":55,"PLID":44346,"PLUUID":"5awkzgwwh48prwgvxwewuc5hx","PN":"O. Giroud","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":0,"X":72.3,"Y":53,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["79.9"]},{"I":141,"V":["37.4"]},{"I":212,"V":["13.27441"]},{"I":213,"V":["5.357337"]}]}}}
[2025-08-17 19:52:04.825] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":529,"TS":"2025-08-17T15:22:02.875","TID":12,"PID":2,"M":59,"S":56,"PLID":544830,"PLUUID":"boeam163ur1t3ifq01px99xwp","PN":"J. Le Cardinal","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":20.5,"Y":62,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["27.7"]},{"I":141,"V":["55.2"]},{"I":212,"V":["8.861996"]},{"I":213,"V":["5.734251"]}]}}}
[2025-08-17 19:52:05.207] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":530,"TS":"2025-08-17T15:22:05.283","TID":61,"PID":2,"M":59,"S":58,"PLID":559827,"PLUUID":"8gkexxgf3pypshhqwg6ibp7o4","PN":"K. Doumbia","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":0,"X":28.3,"Y":57,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-17 19:52:06.008] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":517,"TS":"2025-08-17T15:22:05.345","TID":1,"PID":2,"M":59,"S":58,"PLID":44346,"PLUUID":"5awkzgwwh48prwgvxwewuc5hx","PN":"O. Giroud","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":71.7,"Y":43.8,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["66.7"]},{"I":141,"V":["44.1"]},{"I":212,"V":["5.253962"]},{"I":213,"V":["3.102755"]},{"I":318,"V":["0.00179279"]}]}}}
[2025-08-17 19:52:06.214] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":518,"TS":"2025-08-17T15:22:06.240","TID":50,"PID":2,"M":59,"S":59,"PLID":55948,"PLUUID":"31sljkjull0n7082fed26stzp","PN":"B. Andr\u00e9","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":0,"X":66.7,"Y":44.1,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-17 19:52:07.816] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":531,"TS":"2025-08-17T15:22:07.219","TID":7,"PID":2,"M":60,"S":0,"PLID":219873,"PLUUID":"32bc16sg6h58ajxigp7nl1ryt","PN":"R. Del Castillo","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":36.6,"Y":62.9,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 19:52:08.094] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":532,"TS":"2025-08-17T15:22:08.179","TID":49,"PID":2,"M":60,"S":1,"PLID":559827,"PLUUID":"8gkexxgf3pypshhqwg6ibp7o4","PN":"K. Doumbia","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":41.1,"Y":62.4,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[]}}}
[2025-08-17 19:52:13.704] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":533,"TS":"2025-08-17T15:22:13.987","TID":50,"PID":2,"M":60,"S":7,"PLID":559827,"PLUUID":"8gkexxgf3pypshhqwg6ibp7o4","PN":"K. Doumbia","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":0,"X":72.8,"Y":60.6,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-17 19:52:13.866] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":519,"TS":"2025-08-17T15:22:13.680","TID":7,"PID":2,"M":60,"S":6,"PLID":55948,"PLUUID":"31sljkjull0n7082fed26stzp","PN":"B. Andr\u00e9","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":29.3,"Y":36.6,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 19:52:14.072] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":520,"TS":"2025-08-17T15:22:14.288","TID":49,"PID":2,"M":60,"S":7,"PLID":55948,"PLUUID":"31sljkjull0n7082fed26stzp","PN":"B. Andr\u00e9","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":28.6,"Y":32.4,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":0,"Q":[]}}}
[2025-08-17 19:52:14.273] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":534,"TS":"2025-08-17T15:22:14.693","TID":61,"PID":2,"M":60,"S":7,"PLID":559827,"PLUUID":"8gkexxgf3pypshhqwg6ibp7o4","PN":"K. Doumbia","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":73.7,"Y":61.1,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]}]}}}
[2025-08-17 19:52:15.869] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":534,"TS":"2025-08-17T15:22:14.693","TID":43,"PID":2,"M":60,"S":7,"PLID":559827,"PLUUID":"8gkexxgf3pypshhqwg6ibp7o4","PN":"K. Doumbia","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":73.7,"Y":61.1,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":144,"V":["61"]}]}}}
[2025-08-17 19:52:27.372] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":521,"TS":"2025-08-17T15:22:18.961","TID":1,"PID":2,"M":60,"S":12,"PLID":55948,"PLUUID":"31sljkjull0n7082fed26stzp","PN":"B. Andr\u00e9","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":39.2,"Y":26.9,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":196,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["79.4"]},{"I":141,"V":["96.7"]},{"I":212,"V":["63.51783"]},{"I":213,"V":["0.8439212"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00086185"]}]}}}
[2025-08-17 19:52:27.849] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":522,"TS":"2025-08-17T15:22:27.728","TID":1,"PID":2,"M":60,"S":20,"PLID":613221,"PLUUID":"2branork7cntloew47tif7das","PN":"M. Fernandez-Pardo","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":79.5,"Y":74.5,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["84.2"]},{"I":141,"V":["60.5"]},{"I":212,"V":["10.72309"]},{"I":213,"V":["5.190634"]},{"I":318,"V":["0.02721268"]}]}}}
[2025-08-17 19:52:28.571] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":535,"TS":"2025-08-17T15:22:28.971","TID":74,"PID":2,"M":60,"S":22,"PLID":544830,"PLUUID":"boeam163ur1t3ifq01px99xwp","PN":"J. Le Cardinal","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":21.6,"Y":36.5,"STAT":{"CPID":2,"SC":"2:2","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
