[2025-08-16 19:13:29.352] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-16 19:13:30.108] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-16 19:13:30.867] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"11i3orjflpi9empra6uuduwpg"}}
[2025-08-16 19:46:50.869] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":199,"TS":"2025-08-16T15:16:50.797","TID":3,"PID":1,"M":15,"S":13,"PLID":224024,"PLUUID":"at7mm2zrj2hjhu4bnq1f9noix","PN":"Lucas Paquet\u00e1","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":45.7,"Y":20.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-16 19:46:51.236] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":200,"TS":"2025-08-16T15:16:51.211","TID":49,"PID":1,"M":15,"S":13,"PLID":224024,"PLUUID":"at7mm2zrj2hjhu4bnq1f9noix","PN":"Lucas Paquet\u00e1","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":43.2,"Y":17.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-16 19:46:53.254] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":201,"TS":"2025-08-16T15:16:52.396","TID":1,"PID":1,"M":15,"S":14,"PLID":224024,"PLUUID":"at7mm2zrj2hjhu4bnq1f9noix","PN":"Lucas Paquet\u00e1","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":0,"X":43.2,"Y":17.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["10.5"]},{"I":141,"V":["-1.3"]},{"I":212,"V":["36.61405"]},{"I":213,"V":["3.496281"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-16 19:46:53.478] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":202,"TS":"2025-08-16T15:16:53.531","TID":5,"PID":1,"M":15,"S":15,"PLID":224024,"PLUUID":"at7mm2zrj2hjhu4bnq1f9noix","PN":"Lucas Paquet\u00e1","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":0,"X":10.5,"Y":-1.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 19:46:55.246] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":138,"TS":"2025-08-16T15:16:54.782","TID":5,"PID":1,"M":15,"S":17,"PLID":577669,"PLUUID":"dwnd8j9ok6ncbp69gmchw953o","PN":"N. Sadiki","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":1,"X":85.4,"Y":100.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 19:46:56.105] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":197,"TS":"2025-08-16T15:16:48.203","TID":43,"PID":1,"M":15,"S":10,"PLID":224024,"PLUUID":"at7mm2zrj2hjhu4bnq1f9noix","PN":"Lucas Paquet\u00e1","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":0,"X":51,"Y":22.3999996185303,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":[null]},{"I":144,"V":["50"]}]}}}
[2025-08-16 19:47:21.696] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":139,"TS":"2025-08-16T15:17:16.143","TID":1,"PID":1,"M":15,"S":38,"PLID":434399,"PLUUID":"cj3dik1dqyo2nf1jgmyn471sl","PN":"Reinildo Mandava","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":1,"X":86.4,"Y":101.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["81.6"]},{"I":141,"V":["96.8"]},{"I":212,"V":["5.896202"]},{"I":213,"V":["3.687248"]},{"I":318,"V":["0.00012097"]}]}}}
[2025-08-16 19:47:23.391] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":140,"TS":"2025-08-16T15:17:21.919","TID":1,"PID":1,"M":15,"S":44,"PLID":577669,"PLUUID":"dwnd8j9ok6ncbp69gmchw953o","PN":"N. Sadiki","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":1,"X":90.7,"Y":94.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["76.5"]},{"I":141,"V":["93.0"]},{"I":212,"V":["14.92875"]},{"I":213,"V":["3.191718"]},{"I":318,"V":["0.0005995"]}]}}}
[2025-08-16 19:47:24.710] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":141,"TS":"2025-08-16T15:17:23.632","TID":1,"PID":1,"M":15,"S":46,"PLID":84450,"PLUUID":"6264xjr1y00yu7b9j2pknalzp","PN":"G. Xhaka","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":1,"X":71.3,"Y":93.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["77.9"]},{"I":141,"V":["96.5"]},{"I":212,"V":["7.284259"]},{"I":213,"V":["0.3131548"]},{"I":318,"V":["0.00038281"]}]}}}
[2025-08-16 19:47:25.912] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":142,"TS":"2025-08-16T15:17:24.976","TID":1,"PID":1,"M":15,"S":47,"PLID":434399,"PLUUID":"cj3dik1dqyo2nf1jgmyn471sl","PN":"Reinildo Mandava","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":1,"X":77.9,"Y":96.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["55.0"]},{"I":141,"V":["90.5"]},{"I":212,"V":["24.38869"]},{"I":213,"V":["3.309674"]},{"I":318,"V":["0.00010989"]}]}}}
[2025-08-16 19:47:27.885] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":143,"TS":"2025-08-16T15:17:26.271","TID":1,"PID":1,"M":15,"S":48,"PLID":519634,"PLUUID":"e1islmeew98wa2ge0dicloay2","PN":"J. Seelt","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":1,"X":54.2,"Y":90.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["61.1"]},{"I":141,"V":["84.8"]},{"I":212,"V":["8.153381"]},{"I":213,"V":["5.806648"]},{"I":318,"V":["0.00014705"]}]}}}
[2025-08-16 19:47:33.733] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":144,"TS":"2025-08-16T15:17:28.80","TID":1,"PID":1,"M":15,"S":50,"PLID":84450,"PLUUID":"6264xjr1y00yu7b9j2pknalzp","PN":"G. Xhaka","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":1,"X":60.9,"Y":88,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["65.5"]},{"I":141,"V":["95.7"]},{"I":212,"V":["7.123524"]},{"I":213,"V":["0.8257101"]},{"I":318,"V":["0.00014343"]}]}}}
[2025-08-16 19:47:35.124] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":145,"TS":"2025-08-16T15:17:33.968","TID":1,"PID":1,"M":15,"S":56,"PLID":434399,"PLUUID":"cj3dik1dqyo2nf1jgmyn471sl","PN":"Reinildo Mandava","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":0,"X":77.5,"Y":92.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["87.9"]},{"I":141,"V":["66.3"]},{"I":212,"V":["20.95433"]},{"I":213,"V":["5.260567"]}]}}}
[2025-08-16 19:47:36.600] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":203,"TS":"2025-08-16T15:17:36.189","TID":12,"PID":1,"M":15,"S":58,"PLID":214048,"PLUUID":"2nz313c0ot91untg011l3pc6h","PN":"M. Kilman","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":11.4,"Y":29.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["27.4"]},{"I":141,"V":["8.3"]},{"I":212,"V":["22.0931"]},{"I":213,"V":["5.576346"]}]}}}
[2025-08-16 19:47:39.914] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":146,"TS":"2025-08-16T15:17:38.400","TID":1,"PID":1,"M":16,"S":0,"PLID":434399,"PLUUID":"cj3dik1dqyo2nf1jgmyn471sl","PN":"Reinildo Mandava","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":1,"X":71.2,"Y":92.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["66.7"]},{"I":141,"V":["83.9"]},{"I":212,"V":["7.731754"]},{"I":213,"V":["4.054919"]},{"I":318,"V":["0.00035932"]}]}}}
[2025-08-16 19:47:40.721] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":147,"TS":"2025-08-16T15:17:40.128","TID":1,"PID":1,"M":16,"S":2,"PLID":84450,"PLUUID":"6264xjr1y00yu7b9j2pknalzp","PN":"G. Xhaka","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":0,"X":66.7,"Y":83.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["81.7"]},{"I":141,"V":["87.4"]},{"I":212,"V":["15.92881"]},{"I":213,"V":["0.1499764"]}]}}}
[2025-08-16 19:47:40.735] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":204,"TS":"2025-08-16T15:17:41.4","TID":8,"PID":1,"M":16,"S":3,"PLID":462116,"PLUUID":"7cp51c8zn7y08iyk0hc9ix5nt","PN":"J. Todibo","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":17,"Y":11.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-16 19:47:41.966] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":205,"TS":"2025-08-16T15:17:42.109","TID":5,"PID":1,"M":16,"S":4,"PLID":462116,"PLUUID":"7cp51c8zn7y08iyk0hc9ix5nt","PN":"J. Todibo","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":0,"X":20,"Y":-1.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 19:47:42.706] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":148,"TS":"2025-08-16T15:17:42.193","TID":5,"PID":1,"M":16,"S":4,"PLID":84450,"PLUUID":"6264xjr1y00yu7b9j2pknalzp","PN":"G. Xhaka","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":1,"X":79.6,"Y":101.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 19:47:52.738] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":198,"TS":"2025-08-16T15:16:49.71","TID":43,"PID":1,"M":15,"S":11,"PLID":224024,"PLUUID":"at7mm2zrj2hjhu4bnq1f9noix","PN":"Lucas Paquet\u00e1","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":51,"Y":22.3999996185303,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":142,"V":[null]},{"I":144,"V":["61"]}]}}}
[2025-08-16 19:47:54.940] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":149,"TS":"2025-08-16T15:17:51.216","TID":1,"PID":1,"M":16,"S":13,"PLID":434399,"PLUUID":"cj3dik1dqyo2nf1jgmyn471sl","PN":"Reinildo Mandava","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":1,"X":75.2,"Y":101.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["61.3"]},{"I":141,"V":["90.0"]},{"I":212,"V":["16.59019"]},{"I":213,"V":["3.637081"]},{"I":318,"V":["0.00005639"]}]}}}
[2025-08-16 19:47:58.413] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":150,"TS":"2025-08-16T15:17:55.184","TID":1,"PID":1,"M":16,"S":17,"PLID":519634,"PLUUID":"e1islmeew98wa2ge0dicloay2","PN":"J. Seelt","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":1,"X":58.5,"Y":91.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["70.9"]},{"I":141,"V":["91.7"]},{"I":212,"V":["13.02444"]},{"I":213,"V":["0.02610774"]},{"I":318,"V":["0.00029897"]}]}}}
[2025-08-16 19:48:01.599] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":200,"TS":"2025-08-16T15:16:51.211","TID":43,"PID":1,"M":15,"S":13,"PLID":224024,"PLUUID":"at7mm2zrj2hjhu4bnq1f9noix","PN":"Lucas Paquet\u00e1","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":43.2000007629395,"Y":17.3999996185303,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":144,"V":["49"]}]}}}
[2025-08-16 19:48:02.157] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":151,"TS":"2025-08-16T15:17:58.704","TID":1,"PID":1,"M":16,"S":21,"PLID":577669,"PLUUID":"dwnd8j9ok6ncbp69gmchw953o","PN":"N. Sadiki","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":1,"X":68.4,"Y":90.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["44.5"]},{"I":141,"V":["44.6"]},{"I":212,"V":["40.04932"]},{"I":213,"V":["4.035203"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00009932"]}]}}}
[2025-08-16 19:48:07.948] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":152,"TS":"2025-08-16T15:18:02.417","TID":1,"PID":1,"M":16,"S":24,"PLID":223827,"PLUUID":"bnjdkz5d7st9gtn2srjs8ozc9","PN":"D. Ballard","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":1,"X":52.2,"Y":33,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["72.7"]},{"I":141,"V":["6.1"]},{"I":212,"V":["28.24753"]},{"I":213,"V":["5.578806"]},{"I":318,"V":["0.00040379"]}]}}}
[2025-08-16 19:48:11.373] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":153,"TS":"2025-08-16T15:18:08.145","TID":1,"PID":1,"M":16,"S":30,"PLID":549912,"PLUUID":"5606cqx2mlkrp81oe6uh6ghec","PN":"C. Talbi","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":1,"X":72.8,"Y":30.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["70.3"]},{"I":141,"V":["62.6"]},{"I":212,"V":["21.91776"]},{"I":213,"V":["1.69085"]},{"I":318,"V":["0.00258658"]}]}}}
[2025-08-16 19:48:15.964] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":154,"TS":"2025-08-16T15:18:11.633","TID":1,"PID":1,"M":16,"S":34,"PLID":577669,"PLUUID":"dwnd8j9ok6ncbp69gmchw953o","PN":"N. Sadiki","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":1,"X":75.1,"Y":69.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["88.9"]},{"I":141,"V":["81.1"]},{"I":212,"V":["16.53052"]},{"I":213,"V":["0.5021276"]},{"I":318,"V":["0.00398675"]}]}}}
[2025-08-16 19:48:16.369] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":155,"TS":"2025-08-16T15:18:16.210","TID":1,"PID":1,"M":16,"S":38,"PLID":535818,"PLUUID":"ai5p5wgft6c09bjbldz9sfeac","PN":"S. Adingra","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":0,"X":79.4,"Y":65.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["79.4"]},{"I":141,"V":["64.5"]},{"I":212,"V":["0.68"]},{"I":213,"V":["4.712389"]}]}}}
[2025-08-16 19:48:16.570] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":206,"TS":"2025-08-16T15:18:16.911","TID":74,"PID":1,"M":16,"S":39,"PLID":197024,"PLUUID":"73efpm314q2paeacsvp4e8q8l","PN":"G. Rodr\u00edguez","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":17.7,"Y":29.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 19:48:18.185] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":207,"TS":"2025-08-16T15:18:18.526","TID":49,"PID":1,"M":16,"S":40,"PLID":178186,"PLUUID":"d542ijpf3j9hdrtt1mfe6vwlx","PN":"J. Bowen","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":31.2,"Y":36.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-16 19:48:20.190] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":156,"TS":"2025-08-16T15:18:20.449","TID":45,"PID":1,"M":16,"S":42,"PLID":519634,"PLUUID":"e1islmeew98wa2ge0dicloay2","PN":"J. Seelt","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":0,"X":65,"Y":65.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 19:48:21.571] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":208,"TS":"2025-08-16T15:18:18.751","TID":3,"PID":1,"M":16,"S":41,"PLID":178186,"PLUUID":"d542ijpf3j9hdrtt1mfe6vwlx","PN":"J. Bowen","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":32.2,"Y":34.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 19:48:22.601] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":209,"TS":"2025-08-16T15:18:21.823","TID":3,"PID":1,"M":16,"S":44,"PLID":178186,"PLUUID":"d542ijpf3j9hdrtt1mfe6vwlx","PN":"J. Bowen","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":0,"X":41.9,"Y":7.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-16 19:48:23.568] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":157,"TS":"2025-08-16T15:18:22.754","TID":7,"PID":1,"M":16,"S":45,"PLID":535818,"PLUUID":"ai5p5wgft6c09bjbldz9sfeac","PN":"S. Adingra","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":1,"X":55.3,"Y":91.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":167,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 19:48:26.203] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":158,"TS":"2025-08-16T15:18:23.761","TID":5,"PID":1,"M":16,"S":46,"PLID":535818,"PLUUID":"ai5p5wgft6c09bjbldz9sfeac","PN":"S. Adingra","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":0,"X":51.8,"Y":101.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 19:48:46.847] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":210,"TS":"2025-08-16T15:18:22.398","TID":5,"PID":1,"M":16,"S":44,"PLID":178186,"PLUUID":"d542ijpf3j9hdrtt1mfe6vwlx","PN":"J. Bowen","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":46.8,"Y":-1.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 19:48:48.605] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":211,"TS":"2025-08-16T15:18:47.135","TID":1,"PID":1,"M":17,"S":9,"PLID":214590,"PLUUID":"e1t5rgvs2hwnldts6vn8agzc9","PN":"A. Wan-Bissaka","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":50.2,"Y":-1.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["56.7"]},{"I":141,"V":["14.6"]},{"I":212,"V":["12.84348"]},{"I":213,"V":["1.010546"]},{"I":318,"V":["0.00001935"]}]}}}
[2025-08-16 19:48:49.636] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":212,"TS":"2025-08-16T15:18:48.783","TID":1,"PID":1,"M":17,"S":11,"PLID":91889,"PLUUID":"cjq9g6zgcxk1ceo2xzpe1qnyt","PN":"N. F\u00fcllkrug","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":56.7,"Y":14.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["52.3"]},{"I":141,"V":["21.9"]},{"I":212,"V":["6.781275"]},{"I":213,"V":["2.320317"]},{"I":318,"V":["0.00004355"]}]}}}
[2025-08-16 19:48:50.014] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":213,"TS":"2025-08-16T15:18:49.966","TID":44,"PID":1,"M":17,"S":12,"PLID":101178,"PLUUID":"7r6vds5j65fohi1k28cnqjqvp","PN":"J. Ward-Prowse","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":52.3,"Y":21.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-16 19:48:50.250] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":159,"TS":"2025-08-16T15:18:50.370","TID":44,"PID":1,"M":17,"S":12,"PLID":535818,"PLUUID":"ai5p5wgft6c09bjbldz9sfeac","PN":"S. Adingra","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":0,"X":46,"Y":84.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 19:48:51.251] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":214,"TS":"2025-08-16T15:18:50.207","TID":1,"PID":1,"M":17,"S":12,"PLID":101178,"PLUUID":"7r6vds5j65fohi1k28cnqjqvp","PN":"J. Ward-Prowse","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":52.3,"Y":21.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["45"]},{"I":141,"V":["12.8"]},{"I":212,"V":["9.851069"]},{"I":213,"V":["3.820773"]},{"I":318,"V":["0.00001153"]}]}}}
[2025-08-16 19:48:54.117] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":215,"TS":"2025-08-16T15:18:51.486","TID":1,"PID":1,"M":17,"S":13,"PLID":224024,"PLUUID":"at7mm2zrj2hjhu4bnq1f9noix","PN":"Lucas Paquet\u00e1","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":44.9,"Y":12.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["39.7"]},{"I":141,"V":["51.9"]},{"I":212,"V":["27.27607"]},{"I":213,"V":["1.772333"]},{"I":318,"V":["0.00002908"]}]}}}
