[2025-08-23 00:14:47.403] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-23 00:14:48.069] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-23 00:14:48.721] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"cs0hy642fmy1in51iqx5z2syc"}}
[2025-08-23 01:12:04.683] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":589,"TS":"2025-08-22T20:42:04.395","TID":86,"PID":2,"M":48,"S":52,"PLID":164454,"PLUUID":"5ec2ede9uwbft3wby33mwowyd","PN":"J. Tah","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":36.2,"Y":93.5,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":0,"Q":[]}}}
[2025-08-23 01:12:09.160] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":590,"TS":"2025-08-22T20:42:08.715","TID":78,"PID":2,"M":48,"S":57,"PLID":164454,"PLUUID":"5ec2ede9uwbft3wby33mwowyd","PN":"J. Tah","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":36.2,"Y":93.8,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":0,"Q":[]}}}
[2025-08-23 01:12:26.571] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":590,"TS":"2025-08-22T20:42:08.715","TID":17,"PID":2,"M":48,"S":57,"PLID":164454,"PLUUID":"5ec2ede9uwbft3wby33mwowyd","PN":"J. Tah","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":36.2,"Y":93.8,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":0,"Q":[{"I":31,"V":["NULL"]},{"I":10,"V":["243"]},{"I":55,"V":["589"]},{"I":368,"V":["3wok1jo0298ot7bvinnko6jas"]}]}}}
[2025-08-23 01:12:41.645] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":182,"TS":"2025-08-22T19:46:47.785","TID":43,"PID":1,"M":15,"S":2,"PLID":165687,"PLUUID":"97nv3y9z2ajz6b4ynoo0jn3kl","PN":"J. Kimmich","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":0,"X":45.0999984741211,"Y":95.5999984741211,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":142,"V":[null]},{"I":144,"V":["61"]}]}}}
[2025-08-23 01:12:47.638] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":390,"TS":"2025-08-22T20:42:45.738","TID":1,"PID":2,"M":49,"S":34,"PLID":493362,"PLUUID":"exhxdmdq49xj4dnguq03qnlgq","PN":"X. Simons","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":0,"X":68.3,"Y":9,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":2,"V":["NULL"]},{"I":5,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":241,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["85.8"]},{"I":141,"V":["45.7"]},{"I":212,"V":["30.99101"]},{"I":213,"V":["0.9361237"]}]}}}
[2025-08-23 01:12:50.865] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":591,"TS":"2025-08-22T20:42:47.451","TID":12,"PID":2,"M":49,"S":35,"PLID":437921,"PLUUID":"4skrm2y64va3y5jk70gz4ylpm","PN":"J. Stani\u0161i\u0107","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":16,"Y":56.4,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["10.3"]},{"I":141,"V":["13.3"]},{"I":212,"V":["29.91286"]},{"I":213,"V":["4.510948"]}]}}}
[2025-08-23 01:13:01.295] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":391,"TS":"2025-08-22T20:42:54.138","TID":1,"PID":2,"M":49,"S":42,"PLID":204561,"PLUUID":"1s1v1tweyx8wxc9hj2jrnaggl","PN":"X. Schlager","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":90.7,"Y":95.5,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["84.5"]},{"I":141,"V":["94.9"]},{"I":212,"V":["6.522773"]},{"I":213,"V":["3.204184"]},{"I":318,"V":["0.00093398"]}]}}}
[2025-08-23 01:13:02.881] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":392,"TS":"2025-08-22T20:43:01.2","TID":1,"PID":2,"M":49,"S":49,"PLID":538980,"PLUUID":"8mkkchf0ysdf78r0lncd73klw","PN":"A. Nusa","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":0,"X":74.8,"Y":70,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["86.7"]},{"I":141,"V":["52.6"]},{"I":212,"V":["17.20817"]},{"I":213,"V":["5.525034"]}]}}}
[2025-08-23 01:13:03.699] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":592,"TS":"2025-08-22T20:43:03.355","TID":61,"PID":2,"M":49,"S":51,"PLID":164454,"PLUUID":"5ec2ede9uwbft3wby33mwowyd","PN":"J. Tah","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":13.1,"Y":46.6,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-23 01:13:06.514] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":593,"TS":"2025-08-22T20:43:05.82","TID":1,"PID":2,"M":49,"S":53,"PLID":437921,"PLUUID":"4skrm2y64va3y5jk70gz4ylpm","PN":"J. Stani\u0161i\u0107","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":12.2,"Y":60,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["33.1"]},{"I":141,"V":["75"]},{"I":212,"V":["24.19965"]},{"I":213,"V":["0.4350919"]},{"I":318,"V":["0.0000077"]}]}}}
[2025-08-23 01:13:06.716] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":594,"TS":"2025-08-22T20:43:06.186","TID":49,"PID":2,"M":49,"S":54,"PLID":244731,"PLUUID":"5ch0r2awkzjfd4hv6kbw6c9gp","PN":"L. D\u00edaz","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":33.1,"Y":75.2,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":0,"Q":[]}}}
[2025-08-23 01:13:10.154] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":393,"TS":"2025-08-22T20:43:09.610","TID":1,"PID":2,"M":49,"S":58,"PLID":493362,"PLUUID":"exhxdmdq49xj4dnguq03qnlgq","PN":"X. Simons","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":0,"X":85.8,"Y":51.7,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["86.7"]},{"I":141,"V":["51.4"]},{"I":212,"V":["0.9667683"]},{"I":213,"V":["6.070575"]}]}}}
[2025-08-23 01:13:12.112] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":595,"TS":"2025-08-22T20:43:11.787","TID":50,"PID":2,"M":50,"S":0,"PLID":244731,"PLUUID":"5ch0r2awkzjfd4hv6kbw6c9gp","PN":"L. D\u00edaz","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":0,"X":43.5,"Y":71.9,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 01:13:12.543] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":394,"TS":"2025-08-22T20:43:11.162","TID":7,"PID":2,"M":49,"S":59,"PLID":428786,"PLUUID":"23l48u4w5nj4036whjm3s49gp","PN":"R. Baku","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":54,"Y":20.7,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 01:13:12.732] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":395,"TS":"2025-08-22T20:43:12.250","TID":49,"PID":2,"M":50,"S":0,"PLID":428786,"PLUUID":"23l48u4w5nj4036whjm3s49gp","PN":"R. Baku","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":58.1,"Y":22.6,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[]}}}
[2025-08-23 01:13:17.331] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":396,"TS":"2025-08-22T20:43:12.730","TID":1,"PID":2,"M":50,"S":1,"PLID":428786,"PLUUID":"23l48u4w5nj4036whjm3s49gp","PN":"R. Baku","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":60.1,"Y":21.3,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["80.1"]},{"I":141,"V":["7.2"]},{"I":212,"V":["23.08527"]},{"I":213,"V":["5.85488"]},{"I":318,"V":["0.00104934"]}]}}}
[2025-08-23 01:13:19.734] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":397,"TS":"2025-08-22T20:43:17.114","TID":1,"PID":2,"M":50,"S":5,"PLID":546855,"PLUUID":"2ofcow1hf3b245myztjgvvqc4","PN":"R\u00f4mulo","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":84.6,"Y":8.4,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["76.1"]},{"I":141,"V":["16.6"]},{"I":212,"V":["10.52366"]},{"I":213,"V":["2.583164"]},{"I":318,"V":["0.00163369"]}]}}}
[2025-08-23 01:13:21.337] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":398,"TS":"2025-08-22T20:43:19.498","TID":1,"PID":2,"M":50,"S":7,"PLID":519638,"PLUUID":"bx6j2y1hnu63lawn3rdoep1m2","PN":"J. Bakayoko","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":77.6,"Y":13.8,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["84.0"]},{"I":141,"V":["5.1"]},{"I":212,"V":["8.95307"]},{"I":213,"V":["5.561329"]},{"I":318,"V":["0.00103861"]}]}}}
[2025-08-23 01:13:24.343] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":399,"TS":"2025-08-22T20:43:21.66","TID":1,"PID":2,"M":50,"S":9,"PLID":546855,"PLUUID":"2ofcow1hf3b245myztjgvvqc4","PN":"R\u00f4mulo","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":85.3,"Y":6.1,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["84.2"]},{"I":141,"V":["21.7"]},{"I":212,"V":["10.67069"]},{"I":213,"V":["1.679249"]},{"I":318,"V":["0.00448177"]}]}}}
[2025-08-23 01:13:28.835] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":400,"TS":"2025-08-22T20:43:24.90","TID":1,"PID":2,"M":50,"S":12,"PLID":519638,"PLUUID":"bx6j2y1hnu63lawn3rdoep1m2","PN":"J. Bakayoko","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":83.5,"Y":29.2,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["77.1"]},{"I":141,"V":["40.5"]},{"I":212,"V":["10.20795"]},{"I":213,"V":["2.289368"]},{"I":318,"V":["0.01174624"]}]}}}
[2025-08-23 01:13:28.921] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":401,"TS":"2025-08-22T20:43:27.370","TID":1,"PID":2,"M":50,"S":15,"PLID":538980,"PLUUID":"8mkkchf0ysdf78r0lncd73klw","PN":"A. Nusa","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":0,"X":81.1,"Y":50.1,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["82.7"]},{"I":141,"V":["51.4"]},{"I":212,"V":["1.898382"]},{"I":213,"V":["0.4843798"]}]}}}
[2025-08-23 01:13:29.538] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":596,"TS":"2025-08-22T20:43:29.35","TID":8,"PID":2,"M":50,"S":17,"PLID":119090,"PLUUID":"4w4ldzomkj7fhrc51iimz8no5","PN":"L. Goretzka","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":19.6,"Y":50.1,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-23 01:13:35.569] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":597,"TS":"2025-08-22T20:43:31.931","TID":12,"PID":2,"M":50,"S":20,"PLID":109126,"PLUUID":"1qthvf5krys0pzk24h8wtr9at","PN":"K. Laimer","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":15.9,"Y":35.9,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["46.7"]},{"I":141,"V":["50"]},{"I":212,"V":["33.73137"]},{"I":213,"V":["0.2882197"]}]}}}
[2025-08-23 01:13:38.767] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":402,"TS":"2025-08-22T20:43:33.801","TID":1,"PID":2,"M":50,"S":22,"PLID":468657,"PLUUID":"aaaskdins76bd0368sbpt7wq2","PN":"C. Lukeba","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":46.9,"Y":48.4,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["44.5"]},{"I":141,"V":["29.2"]},{"I":212,"V":["13.29698"]},{"I":213,"V":["4.521719"]},{"I":318,"V":["0.00005698"]}]}}}
[2025-08-23 01:13:40.995] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":403,"TS":"2025-08-22T20:43:38.441","TID":1,"PID":2,"M":50,"S":26,"PLID":101601,"PLUUID":"eapihgte8ydc4g6hzygsx2e39","PN":"W. Orb\u00e1n","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":49.2,"Y":30.4,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["55.7"]},{"I":141,"V":["53.4"]},{"I":212,"V":["17.0643"]},{"I":213,"V":["1.159325"]},{"I":318,"V":["0.00031298"]}]}}}
[2025-08-23 01:13:46.597] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":404,"TS":"2025-08-22T20:43:40.761","TID":1,"PID":2,"M":50,"S":29,"PLID":204561,"PLUUID":"1s1v1tweyx8wxc9hj2jrnaggl","PN":"X. Schlager","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":57.1,"Y":66.4,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["71.3"]},{"I":141,"V":["94.3"]},{"I":212,"V":["24.12975"]},{"I":213,"V":["0.9047154"]},{"I":318,"V":["0.00053698"]}]}}}
[2025-08-23 01:13:50.570] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":405,"TS":"2025-08-22T20:43:46.346","TID":1,"PID":2,"M":50,"S":34,"PLID":493362,"PLUUID":"exhxdmdq49xj4dnguq03qnlgq","PN":"X. Simons","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":86,"Y":83.8,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["78.9"]},{"I":141,"V":["72.0"]},{"I":212,"V":["10.9527"]},{"I":213,"V":["3.963734"]},{"I":318,"V":["0.0057879"]}]}}}
[2025-08-23 01:13:51.183] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":406,"TS":"2025-08-22T20:43:50.202","TID":3,"PID":2,"M":50,"S":38,"PLID":538980,"PLUUID":"8mkkchf0ysdf78r0lncd73klw","PN":"A. Nusa","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":86.6,"Y":68.1,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 01:13:51.612] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":598,"TS":"2025-08-22T20:43:51.211","TID":45,"PID":2,"M":50,"S":39,"PLID":443661,"PLUUID":"m2c4lckkcr7yilnqxrrsgh2i","PN":"M. Olise","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":0,"X":13.7,"Y":26.8,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 01:13:51.670] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":407,"TS":"2025-08-22T20:43:51.2","TID":1,"PID":2,"M":50,"S":39,"PLID":538980,"PLUUID":"8mkkchf0ysdf78r0lncd73klw","PN":"A. Nusa","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":0,"X":90.3,"Y":66.4,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["90.1"]},{"I":141,"V":["64.9"]},{"I":212,"V":["1.041393"]},{"I":213,"V":["4.509344"]}]}}}
[2025-08-23 01:13:52.776] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":599,"TS":"2025-08-22T20:43:52.427","TID":74,"PID":2,"M":50,"S":40,"PLID":109126,"PLUUID":"1qthvf5krys0pzk24h8wtr9at","PN":"K. Laimer","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":9.3,"Y":32.2,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 01:13:55.652] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":600,"TS":"2025-08-22T20:43:53.450","TID":12,"PID":2,"M":50,"S":41,"PLID":109126,"PLUUID":"1qthvf5krys0pzk24h8wtr9at","PN":"K. Laimer","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":1.1,"Y":36.2,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["7.7"]},{"I":141,"V":["25.4"]},{"I":212,"V":["10.09749"]},{"I":213,"V":["5.468791"]}]}}}
[2025-08-23 01:13:58.513] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":601,"TS":"2025-08-22T20:43:55.306","TID":12,"PID":2,"M":50,"S":43,"PLID":443661,"PLUUID":"m2c4lckkcr7yilnqxrrsgh2i","PN":"M. Olise","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":7.7,"Y":25.4,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["7.7"]},{"I":141,"V":["25.4"]},{"I":212,"V":["0"]},{"I":213,"V":["0"]}]}}}
[2025-08-23 01:13:58.710] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":602,"TS":"2025-08-22T20:43:58.267","TID":5,"PID":2,"M":50,"S":46,"PLID":443661,"PLUUID":"m2c4lckkcr7yilnqxrrsgh2i","PN":"M. Olise","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":0,"X":13.5,"Y":-1.6,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 01:14:08.971] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":408,"TS":"2025-08-22T20:43:59.210","TID":5,"PID":2,"M":50,"S":47,"PLID":243309,"PLUUID":"2uz1cmslnjjzsgfcgji26kqg9","PN":"D. Raum","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":89.3,"Y":100.8,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 01:14:10.773] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":409,"TS":"2025-08-22T20:44:08.698","TID":1,"PID":2,"M":50,"S":57,"PLID":243309,"PLUUID":"2uz1cmslnjjzsgfcgji26kqg9","PN":"D. Raum","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":89.3,"Y":100.8,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["89.4"]},{"I":141,"V":["76.3"]},{"I":212,"V":["16.66033"]},{"I":213,"V":["4.718691"]},{"I":318,"V":["0.00122426"]}]}}}
[2025-08-23 01:14:10.999] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":410,"TS":"2025-08-22T20:44:10.394","TID":50,"PID":2,"M":50,"S":58,"PLID":546855,"PLUUID":"2ofcow1hf3b245myztjgvvqc4","PN":"R\u00f4mulo","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":0,"X":89.2,"Y":82.9,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 01:14:12.191] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":603,"TS":"2025-08-22T20:44:10.202","TID":7,"PID":2,"M":50,"S":58,"PLID":119090,"PLUUID":"4w4ldzomkj7fhrc51iimz8no5","PN":"L. Goretzka","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":13.4,"Y":18.1,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 01:14:12.247] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":411,"TS":"2025-08-22T20:44:11.999","TID":61,"PID":2,"M":51,"S":0,"PLID":546855,"PLUUID":"2ofcow1hf3b245myztjgvvqc4","PN":"R\u00f4mulo","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":89.2,"Y":82.2,"STAT":{"CPID":2,"SC":"3:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]}]}}}
