[2025-08-16 18:03:14.487] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-16 18:03:15.262] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-16 18:03:16.030] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"102dto55773ex3p58gp94ql90"}}
[2025-08-16 18:35:28.799] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":560,"TS":"2025-08-16T14:05:24.40","TID":1,"PID":2,"M":78,"S":7,"PLID":101188,"PLUUID":"e8gz0tmmdh1ql8qrn1ncrvnpx","PN":"L. Digne","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":53.5,"Y":101.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["92.3"]},{"I":141,"V":["89.9"]},{"I":212,"V":["41.47097"]},{"I":213,"V":["6.095153"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00012556"]}]}}}
[2025-08-16 18:35:29.181] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":561,"TS":"2025-08-16T14:05:29.104","TID":61,"PID":2,"M":78,"S":12,"PLID":178301,"PLUUID":"5m0j33eoa5c8pqlr0tdf7undh","PN":"O. Watkins","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":0,"X":92.4,"Y":89.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]}]}}}
[2025-08-16 18:35:29.990] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":648,"TS":"2025-08-16T14:05:30.147","TID":49,"PID":2,"M":78,"S":13,"PLID":114243,"PLUUID":"37d7oej48pb143o5eilue1hhx","PN":"J. Murphy","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":6.8,"Y":15.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[]}}}
[2025-08-16 18:35:32.416] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":649,"TS":"2025-08-16T14:05:31.761","TID":1,"PID":2,"M":78,"S":15,"PLID":114243,"PLUUID":"37d7oej48pb143o5eilue1hhx","PN":"J. Murphy","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":7.9,"Y":18.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["13.6"]},{"I":141,"V":["26.4"]},{"I":212,"V":["8.087881"]},{"I":213,"V":["0.7377319"]},{"I":318,"V":["0.00000038"]}]}}}
[2025-08-16 18:35:36.198] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":650,"TS":"2025-08-16T14:05:32.658","TID":1,"PID":2,"M":78,"S":16,"PLID":432422,"PLUUID":"9sxg58hszjq17avxgumftdu22","PN":"S. Tonali","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":13.6,"Y":26.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["7.9"]},{"I":141,"V":["33.5"]},{"I":212,"V":["7.689591"]},{"I":213,"V":["2.46279"]},{"I":318,"V":["0.00000025"]}]}}}
[2025-08-16 18:35:38.696] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":651,"TS":"2025-08-16T14:05:36.466","TID":1,"PID":2,"M":78,"S":20,"PLID":119471,"PLUUID":"dxxc4dioaioidmvamkzqr4b85","PN":"F. Sch\u00e4r","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":11.1,"Y":40.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["36.6"]},{"I":141,"V":["32.7"]},{"I":212,"V":["27.25639"]},{"I":213,"V":["6.094964"]},{"I":318,"V":["0.00000937"]}]}}}
[2025-08-16 18:35:40.664] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":652,"TS":"2025-08-16T14:05:38.945","TID":1,"PID":2,"M":78,"S":22,"PLID":201666,"PLUUID":"18paf5a7rfe4kutxjl4cwd695","PN":"H. Barnes","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":0,"X":38.7,"Y":39.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["63.2"]},{"I":141,"V":["64.9"]},{"I":212,"V":["31.13788"]},{"I":213,"V":["0.5985311"]}]}}}
[2025-08-16 18:35:42.060] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":562,"TS":"2025-08-16T14:05:42.240","TID":8,"PID":2,"M":78,"S":25,"PLID":199796,"PLUUID":"1e9txzr9hqz94xtun6byo0vs9","PN":"M. Cash","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":30.8,"Y":29.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-16 18:35:44.286] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":563,"TS":"2025-08-16T14:05:44.576","TID":86,"PID":2,"M":78,"S":28,"PLID":199796,"PLUUID":"1e9txzr9hqz94xtun6byo0vs9","PN":"M. Cash","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":36,"Y":36.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[]}}}
[2025-08-16 18:35:45.071] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":653,"TS":"2025-08-16T14:05:45.393","TID":86,"PID":2,"M":78,"S":29,"PLID":232826,"PLUUID":"8mjj0wgufggpc1ai2dk21h90p","PN":"A. Gordon","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":60.1,"Y":64,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[]}}}
[2025-08-16 18:36:01.092] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":561,"TS":"2025-08-16T14:05:29.104","TID":43,"PID":2,"M":78,"S":12,"PLID":178301,"PLUUID":"5m0j33eoa5c8pqlr0tdf7undh","PN":"O. Watkins","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":0,"X":92.4,"Y":89.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":142,"V":[null]},{"I":144,"V":["61"]}]}}}
[2025-08-16 18:36:08.898] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":564,"TS":"2025-08-16T14:06:07.351","TID":1,"PID":2,"M":78,"S":51,"PLID":199796,"PLUUID":"1e9txzr9hqz94xtun6byo0vs9","PN":"M. Cash","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":34.9,"Y":34.8,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":5,"V":["NULL"]},{"I":152,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["40.5"]},{"I":141,"V":["63.7"]},{"I":212,"V":["20.51281"]},{"I":213,"V":["1.280068"]},{"I":318,"V":["0.00001968"]}]}}}
[2025-08-16 18:36:10.497] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":565,"TS":"2025-08-16T14:06:09.80","TID":1,"PID":2,"M":78,"S":52,"PLID":149484,"PLUUID":"2smmv9hdoiet7necaf00ol51x","PN":"T. Mings","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":40.8,"Y":63.7,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["39.9"]},{"I":141,"V":["32.2"]},{"I":212,"V":["21.44084"]},{"I":213,"V":["4.6683"]},{"I":318,"V":["0.00002371"]}]}}}
[2025-08-16 18:36:14.936] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":566,"TS":"2025-08-16T14:06:10.647","TID":1,"PID":2,"M":78,"S":54,"PLID":226944,"PLUUID":"blth4klpu88kgh73abpjlgusp","PN":"B. Kamara","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":41.5,"Y":29.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["71.5"]},{"I":141,"V":["13.4"]},{"I":212,"V":["33.25999"]},{"I":213,"V":["5.956415"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00050076"]}]}}}
[2025-08-16 18:36:17.765] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":567,"TS":"2025-08-16T14:06:16.23","TID":1,"PID":2,"M":78,"S":59,"PLID":122806,"PLUUID":"btvuam6p4391am219taqtcted","PN":"J. McGinn","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":0,"X":74.6,"Y":19.8,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["88.8"]},{"I":141,"V":["55.4"]},{"I":212,"V":["28.43124"]},{"I":213,"V":["1.018759"]}]}}}
[2025-08-16 18:36:17.971] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":654,"TS":"2025-08-16T14:06:17.25","TID":12,"PID":2,"M":79,"S":0,"PLID":119471,"PLUUID":"dxxc4dioaioidmvamkzqr4b85","PN":"F. Sch\u00e4r","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":13,"Y":51.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["24.1"]},{"I":141,"V":["33.5"]},{"I":212,"V":["16.95069"]},{"I":213,"V":["5.470543"]}]}}}
[2025-08-16 18:36:20.192] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":568,"TS":"2025-08-16T14:06:19.95","TID":1,"PID":2,"M":79,"S":2,"PLID":101188,"PLUUID":"e8gz0tmmdh1ql8qrn1ncrvnpx","PN":"L. Digne","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":0,"X":77.4,"Y":69.7,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["88.1"]},{"I":141,"V":["53.1"]},{"I":212,"V":["15.92621"]},{"I":213,"V":["5.495434"]}]}}}
[2025-08-16 18:36:20.581] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":655,"TS":"2025-08-16T14:06:20.418","TID":12,"PID":2,"M":79,"S":4,"PLID":119471,"PLUUID":"dxxc4dioaioidmvamkzqr4b85","PN":"F. Sch\u00e4r","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":13.3,"Y":47.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["23.2"]},{"I":141,"V":["35.1"]},{"I":212,"V":["13.29961"]},{"I":213,"V":["5.609619"]}]}}}
[2025-08-16 18:36:20.995] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":569,"TS":"2025-08-16T14:06:21.208","TID":44,"PID":2,"M":79,"S":4,"PLID":101188,"PLUUID":"e8gz0tmmdh1ql8qrn1ncrvnpx","PN":"L. Digne","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":0,"X":80,"Y":61.7,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-16 18:36:21.991] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":656,"TS":"2025-08-16T14:06:22.225","TID":44,"PID":2,"M":79,"S":5,"PLID":208706,"PLUUID":"72m84nwa6dshu3ibmy13dz5rd","PN":"Bruno Guimar\u00e3es","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":22.1,"Y":41.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 18:36:23.241] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":657,"TS":"2025-08-16T14:06:22.306","TID":1,"PID":2,"M":79,"S":6,"PLID":208706,"PLUUID":"72m84nwa6dshu3ibmy13dz5rd","PN":"Bruno Guimar\u00e3es","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":22.1,"Y":41.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["18.8"]},{"I":141,"V":["32"]},{"I":212,"V":["7.211047"]},{"I":213,"V":["4.21115"]},{"I":318,"V":["0.00000049"]}]}}}
[2025-08-16 18:36:28.399] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":570,"TS":"2025-08-16T14:06:28.615","TID":86,"PID":2,"M":79,"S":12,"PLID":166989,"PLUUID":"eo4uva2gnx08xdazfaqzyz2dx","PN":"Y. Tielemans","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":71.9,"Y":89,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[]}}}
[2025-08-16 18:36:28.996] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":658,"TS":"2025-08-16T14:06:23.41","TID":1,"PID":2,"M":79,"S":6,"PLID":77794,"PLUUID":"65z99j774kjnbf7vm0u2q0jit","PN":"K. Trippier","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":18.3,"Y":31.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["27.3"]},{"I":141,"V":["16"]},{"I":212,"V":["14.0551"]},{"I":213,"V":["5.449773"]},{"I":318,"V":["0.00000213"]}]}}}
[2025-08-16 18:36:29.287] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":659,"TS":"2025-08-16T14:06:29.169","TID":86,"PID":2,"M":79,"S":12,"PLID":114243,"PLUUID":"37d7oej48pb143o5eilue1hhx","PN":"J. Murphy","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":31.5,"Y":15.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[]}}}
[2025-08-16 18:36:37.840] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":660,"TS":"2025-08-16T14:06:36.689","TID":1,"PID":2,"M":79,"S":20,"PLID":208706,"PLUUID":"72m84nwa6dshu3ibmy13dz5rd","PN":"Bruno Guimar\u00e3es","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":32.2,"Y":27.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":5,"V":["NULL"]},{"I":152,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["35.7"]},{"I":141,"V":["38"]},{"I":212,"V":["7.969869"]},{"I":213,"V":["1.091549"]},{"I":318,"V":["0.00000909"]}]}}}
[2025-08-16 18:36:39.260] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":661,"TS":"2025-08-16T14:06:37.793","TID":1,"PID":2,"M":79,"S":21,"PLID":432422,"PLUUID":"9sxg58hszjq17avxgumftdu22","PN":"S. Tonali","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":34.5,"Y":41.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["40.7"]},{"I":141,"V":["71.1"]},{"I":212,"V":["21.41355"]},{"I":213,"V":["1.261894"]},{"I":318,"V":["0.00002149"]}]}}}
[2025-08-16 18:36:41.459] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":662,"TS":"2025-08-16T14:06:39.554","TID":1,"PID":2,"M":79,"S":23,"PLID":441191,"PLUUID":"bdmomasg7lrn5pwihecvgpuga","PN":"T. Livramento","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":40.7,"Y":74.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["54.8"]},{"I":141,"V":["94.2"]},{"I":212,"V":["20.01168"]},{"I":213,"V":["0.7379966"]},{"I":318,"V":["0.00005132"]}]}}}
[2025-08-16 18:36:50.785] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":663,"TS":"2025-08-16T14:06:48.817","TID":1,"PID":2,"M":79,"S":32,"PLID":201666,"PLUUID":"18paf5a7rfe4kutxjl4cwd695","PN":"H. Barnes","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":65.7,"Y":72.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["68.5"]},{"I":141,"V":["38.5"]},{"I":212,"V":["23.10382"]},{"I":213,"V":["4.839987"]},{"I":318,"V":["0.00173746"]}]}}}
[2025-08-16 18:36:53.618] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":664,"TS":"2025-08-16T14:06:50.977","TID":1,"PID":2,"M":79,"S":34,"PLID":77794,"PLUUID":"65z99j774kjnbf7vm0u2q0jit","PN":"K. Trippier","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":70.5,"Y":35.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["80.1"]},{"I":141,"V":["11.8"]},{"I":212,"V":["18.77868"]},{"I":213,"V":["5.279004"]},{"I":318,"V":["0.0013875"]}]}}}
[2025-08-16 18:36:55.992] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":665,"TS":"2025-08-16T14:06:53.841","TID":1,"PID":2,"M":79,"S":37,"PLID":114243,"PLUUID":"37d7oej48pb143o5eilue1hhx","PN":"J. Murphy","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":79.9,"Y":14.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["76"]},{"I":141,"V":["32.7"]},{"I":212,"V":["13.03589"]},{"I":213,"V":["1.890339"]},{"I":318,"V":["0.00359861"]}]}}}
[2025-08-16 18:36:59.682] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":666,"TS":"2025-08-16T14:06:56.161","TID":1,"PID":2,"M":79,"S":39,"PLID":208706,"PLUUID":"72m84nwa6dshu3ibmy13dz5rd","PN":"Bruno Guimar\u00e3es","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":75.5,"Y":29.8,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["74.9"]},{"I":141,"V":["12.9"]},{"I":212,"V":["11.50926"]},{"I":213,"V":["4.657623"]},{"I":318,"V":["0.000987"]}]}}}
[2025-08-16 18:37:04.754] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":667,"TS":"2025-08-16T14:06:59.921","TID":1,"PID":2,"M":79,"S":43,"PLID":77794,"PLUUID":"65z99j774kjnbf7vm0u2q0jit","PN":"K. Trippier","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":74.7,"Y":11.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["71.1"]},{"I":141,"V":["25.3"]},{"I":212,"V":["10.05367"]},{"I":213,"V":["1.956253"]},{"I":318,"V":["0.00110846"]}]}}}
[2025-08-16 18:37:05.132] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":571,"TS":"2025-08-16T14:07:05.352","TID":45,"PID":2,"M":79,"S":49,"PLID":166989,"PLUUID":"eo4uva2gnx08xdazfaqzyz2dx","PN":"Y. Tielemans","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":0,"X":30.5,"Y":65.7,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 18:37:08.133] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":668,"TS":"2025-08-16T14:07:04.929","TID":1,"PID":2,"M":79,"S":48,"PLID":208706,"PLUUID":"72m84nwa6dshu3ibmy13dz5rd","PN":"Bruno Guimar\u00e3es","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":70.9,"Y":33.8,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["62.3"]},{"I":141,"V":["28.2"]},{"I":212,"V":["9.80009"]},{"I":213,"V":["3.540669"]},{"I":318,"V":["0.00053145"]}]}}}
[2025-08-16 18:37:09.543] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":669,"TS":"2025-08-16T14:07:08.257","TID":1,"PID":2,"M":79,"S":51,"PLID":119471,"PLUUID":"dxxc4dioaioidmvamkzqr4b85","PN":"F. Sch\u00e4r","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":62.6,"Y":30.7,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["68"]},{"I":141,"V":["24.9"]},{"I":212,"V":["6.906811"]},{"I":213,"V":["5.675425"]},{"I":318,"V":["0.00068628"]}]}}}
[2025-08-16 18:37:10.940] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":670,"TS":"2025-08-16T14:07:09.761","TID":1,"PID":2,"M":79,"S":53,"PLID":114243,"PLUUID":"37d7oej48pb143o5eilue1hhx","PN":"J. Murphy","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":68.8,"Y":24,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["68.8"]},{"I":141,"V":["24"]},{"I":212,"V":["0"]},{"I":213,"V":["0"]},{"I":318,"V":["0.0006954"]}]}}}
[2025-08-16 18:37:14.794] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":671,"TS":"2025-08-16T14:07:12.339","TID":1,"PID":2,"M":79,"S":56,"PLID":119471,"PLUUID":"dxxc4dioaioidmvamkzqr4b85","PN":"F. Sch\u00e4r","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":59.4,"Y":31.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["86.1"]},{"I":141,"V":["71.6"]},{"I":212,"V":["39.0615"]},{"I":213,"V":["0.7702821"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.01019552"]}]}}}
[2025-08-16 18:37:16.866] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":672,"TS":"2025-08-16T14:07:14.945","TID":1,"PID":2,"M":79,"S":58,"PLID":441191,"PLUUID":"bdmomasg7lrn5pwihecvgpuga","PN":"T. Livramento","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":0,"X":87.5,"Y":72.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["101.5"]},{"I":141,"V":["36"]},{"I":212,"V":["28.6712"]},{"I":213,"V":["5.250727"]}]}}}
